PeakID (cmd=annotatePeaks.pl liver_14_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP1.mLb.clN_peak_68	chr18	10037789	10038305	+	410	NA	Intergenic	Intergenic	-7898	Usp14	Usp14	NM_001038589			Usp14			NA
liver_14_5_REP1.mLb.clN_peak_1327	chr19	53003634	53004079	+	407	NA	intron (Xpnpep1, intron 11 of 20)	-intron (Xpnpep1, intron 10 of 19)	6900	Mir6407	Mir6407	NR_105834			Mir6407			NA
liver_14_5_REP1.mLb.clN_peak_483	chr18	67244322	67244680	+	407	NA	intron (Mppe1, intron 1 of 10)	-intron (Mppe1, intron 1 of 10)	1329	Mppe1	Mppe1	NM_001357518			Mppe1			NA
liver_14_5_REP1.mLb.clN_peak_1220	chr19	43452812	43453431	+	406	NA	intron (Cnnm1, intron 1 of 10)	-intron (Cnnm1, intron 1 of 11)	12708	Cnnm1	Cnnm1	NM_031396			Cnnm1			NA
liver_14_5_REP1.mLb.clN_peak_402	chr18	60848373	60849100	+	404	NA	intron (Tcof1, intron 1 of 24)	-intron (Tcof1, intron 1 of 25)	228	Tcof1	Tcof1	NM_001198984			Tcof1			NA
liver_14_5_REP1.mLb.clN_peak_883	chr19	8888535	8889266	+	403	NA	promoter-TSS (1810009A15Rik)	-promoter-TSS (1810009A15Rik)	17	1810009A15Rik	1810009A15Rik	NM_025463			1810009A15Rik			NA
liver_14_5_REP1.mLb.clN_peak_15	chr18	4920208	4920833	+	402	NA	Intergenic	Intergenic	108034	Gm10556	Gm10556	NR_045881			Gm10556			NA
liver_14_5_REP1.mLb.clN_peak_452	chr18	64482523	64482857	+	396	NA	intron (Fech, intron 1 of 9)	-intron (Fech, intron 1 of 9)	6408	Fech	Fech	NM_001348055			Fech			NA
liver_14_5_REP1.mLb.clN_peak_1175	chr19	40536594	40537150	+	392	NA	Intergenic	Intergenic	-23136	Sorbs1	Sorbs1	NM_178362			Sorbs1			NA
liver_14_5_REP1.mLb.clN_peak_1211	chr19	42170378	42170969	+	392	NA	exon (Zfyve27, exon 1 of 13)	-exon (Zfyve27, exon 1 of 13)	106	Zfyve27	Zfyve27	NM_177319			Zfyve27			NA
liver_14_5_REP1.mLb.clN_peak_127	chr18	20895297	20896190	+	390	NA	intron (Trappc8, intron 1 of 28)	-intron (Trappc8, intron 1 of 28)	335	Trappc8	Trappc8	NM_177038			Trappc8			NA
liver_14_5_REP1.mLb.clN_peak_1200	chr19	41835820	41836366	+	388	NA	Intergenic	Intergenic	6123	Frat1	Frat1	NM_008043			Frat1			NA
liver_14_5_REP1.mLb.clN_peak_385	chr18	58659146	58659924	+	387	NA	promoter-TSS (Isoc1)	-promoter-TSS (Isoc1)	53	Isoc1	Isoc1	NM_025478			Isoc1			NA
liver_14_5_REP1.mLb.clN_peak_1381	chr19	55315640	55316670	+	385	NA	promoter-TSS (Zdhhc6)	-promoter-TSS (Zdhhc6)	98	Vti1a	Vti1a	NM_001360431			Vti1a			NA
liver_14_5_REP1.mLb.clN_peak_1091	chr19	32475878	32476959	+	385	NA	Intergenic	Intergenic	-9351	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_14_5_REP1.mLb.clN_peak_1102	chr19	33391660	33392266	+	383	NA	exon (Rnls, exon 1 of 7)	-exon (Rnls, exon 1 of 7)	332	Rnls	Rnls	NR_160911			Rnls			NA
liver_14_5_REP1.mLb.clN_peak_197	chr18	32837148	32837708	+	382	NA	promoter-TSS (4930455D15Rik)	-promoter-TSS (4930455D15Rik)	-141	4930455D15Rik	4930455D15Rik	NR_045381			4930455D15Rik			NA
liver_14_5_REP1.mLb.clN_peak_151	chr18	23954223	23955208	+	381	NA	promoter-TSS (Zfp397)	-promoter-TSS (Zfp397)	27	Zfp397	Zfp397	NM_027007			Zfp397			NA
liver_14_5_REP1.mLb.clN_peak_87	chr18	12023454	12023953	+	381	NA	intron (Tmem241, intron 14 of 15)	-intron (Tmem241, intron 13 of 14)	97834	Tmem241	Tmem241	NM_178801			Tmem241			NA
liver_14_5_REP1.mLb.clN_peak_71	chr18	10092597	10093137	+	380	NA	intron (Rock1, intron 21 of 32)	-intron (Rock1, intron 21 of 32)	-62718	Usp14	Usp14	NM_001038589			Usp14			NA
liver_14_5_REP1.mLb.clN_peak_206	chr18	34372428	34373523	+	379	NA	intron (Reep5, intron 1 of 4)	-intron (Reep5, intron 1 of 4)	440	Reep5	Reep5	NM_007874			Reep5			NA
liver_14_5_REP1.mLb.clN_peak_1000	chr19	23151544	23152896	+	376	NA	intron (Klf9, intron 1 of 1)	-intron (Klf9, intron 1 of 1)	2789	Mir1192	Mir1192	NR_035423			Mir1192			NA
liver_14_5_REP1.mLb.clN_peak_778	chr19	5770911	5771681	+	375	NA	exon (Scyl1, exon 1 of 17)	-exon (Scyl1, exon 1 of 17)	123	Scyl1	Scyl1	NM_023912			Scyl1			NA
liver_14_5_REP1.mLb.clN_peak_799	chr19	6057488	6058172	+	375	NA	promoter-TSS (Fau)	-promoter-TSS (Fau)	-75	Mrpl49	Mrpl49	NM_026246			Mrpl49			NA
liver_14_5_REP1.mLb.clN_peak_591	chr18	77811680	77812100	+	374	NA	intron (Pstpip2, intron 1 of 14)	-intron (Pstpip2, intron 1 of 14)	-15500	F830208F22Rik	F830208F22Rik	NR_152167			F830208F22Rik			NA
liver_14_5_REP1.mLb.clN_peak_1280	chr19	46454745	46455506	+	373	NA	intron (Sufu, intron 8 of 11)	-intron (Sufu, intron 8 of 11)	-46523	Trim8	Trim8	NM_053100			Trim8			NA
liver_14_5_REP1.mLb.clN_peak_361	chr18	54437513	54437832	+	373	NA	intron (Redrum, intron 1 of 2)	-intron (Redrum, intron 1 of 2)	15377	Redrum	Redrum	NR_040338			Redrum			NA
liver_14_5_REP1.mLb.clN_peak_1083	chr19	32238848	32240598	+	371	NA	intron (Sgms1, intron 4 of 9)	-intron (Sgms1, intron 4 of 9)	-136583	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP1.mLb.clN_peak_1092	chr19	32485683	32486787	+	366	NA	exon (Minpp1, exon 1 of 5)	-exon (Minpp1, exon 1 of 5)	466	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_14_5_REP1.mLb.clN_peak_498	chr18	67670252	67670662	+	366	NA	exon (Ptpn2, exon 9 of 9)	-exon (Ptpn2, exon 9 of 9)	28870	Psmg2	Psmg2	NM_001368147			Psmg2			NA
liver_14_5_REP1.mLb.clN_peak_700	chr19	4059077	4059805	+	365	NA	promoter-TSS (Gstp3)	-promoter-TSS (Gstp3)	6	Gstp3	Gstp3	NM_001362043			Gstp3			NA
liver_14_5_REP1.mLb.clN_peak_755	chr19	5424539	5425631	+	365	NA	promoter-TSS (AI837181)	-promoter-TSS (AI837181)	-59	AI837181	AI837181	NM_134149			AI837181			NA
liver_14_5_REP1.mLb.clN_peak_234	chr18	35661754	35662439	+	363	NA	promoter-TSS (Spata24)	-promoter-TSS (Spata24)	90	Spata24	Spata24	NM_027733			Spata24			NA
liver_14_5_REP1.mLb.clN_peak_1324	chr19	47898445	47898798	+	361	NA	intron (Itprip, intron 1 of 1)	-intron (Itprip, intron 1 of 1)	20702	Itprip	Itprip	NM_001001738			Itprip			NA
liver_14_5_REP1.mLb.clN_peak_160	chr18	24196982	24197486	+	359	NA	Intergenic	Intergenic	-8110	Galnt1	Galnt1	NM_001160404			Galnt1			NA
liver_14_5_REP1.mLb.clN_peak_211	chr18	34519505	34520090	+	358	NA	Intergenic	Intergenic	-12974	Fam13b	Fam13b	NM_146084			Fam13b			NA
liver_14_5_REP1.mLb.clN_peak_1161	chr19	38223705	38224495	+	358	NA	promoter-TSS (Fra10ac1)	-promoter-TSS (Fra10ac1)	52	Fra10ac1	Fra10ac1	NM_027466			Fra10ac1			NA
liver_14_5_REP1.mLb.clN_peak_172	chr18	25096684	25097732	+	357	NA	intron (Fhod3, intron 18 of 26)	-intron (Fhod3, intron 16 of 24)	71669	Tpgs2	Tpgs2	NM_001004361			Tpgs2			NA
liver_14_5_REP1.mLb.clN_peak_384	chr18	57878080	57879027	+	356	NA	promoter-TSS (Slc12a2)	-promoter-TSS (Slc12a2)	-125	Slc12a2	Slc12a2	NM_009194			Slc12a2			NA
liver_14_5_REP1.mLb.clN_peak_261	chr18	36759615	36760528	+	354	NA	promoter-TSS (Wdr55)	-promoter-TSS (Wdr55)	-151	Wdr55	Wdr55	NR_154585			Wdr55			NA
liver_14_5_REP1.mLb.clN_peak_1221	chr19	43493358	43493620	+	351	NA	intron (Cnnm1, intron 9 of 10)	-intron (Cnnm1, intron 10 of 11)	31116	Got1	Got1	NM_010324			Got1			NA
liver_14_5_REP1.mLb.clN_peak_1049	chr19	29325119	29325650	+	351	NA	promoter-TSS (Insl6)	-promoter-TSS (Insl6)	-66	Insl6	Insl6	NM_013754			Insl6			NA
liver_14_5_REP1.mLb.clN_peak_627	chr18	82471831	82472349	+	347	NA	Intergenic	Intergenic	-3033	Mbp	Mbp	NM_001025245			Mbp			NA
liver_14_5_REP1.mLb.clN_peak_818	chr19	6306167	6306871	+	346	NA	promoter-TSS (Cdc42bpg)	-promoter-TSS (Cdc42bpg)	62	Cdc42bpg	Cdc42bpg	NM_001033342			Cdc42bpg			NA
liver_14_5_REP1.mLb.clN_peak_324	chr18	46532033	46532279	+	345	NA	Intergenic	Intergenic	-6185	Fem1c	Fem1c	NM_173423			Fem1c			NA
liver_14_5_REP1.mLb.clN_peak_544	chr18	74007871	74008425	+	344	NA	intron (Mapk4, intron 1 of 5)	-intron (Mapk4, intron 1 of 5)	-9759	D730045A05Rik	D730045A05Rik	NR_045390			D730045A05Rik			NA
liver_14_5_REP1.mLb.clN_peak_13	chr18	4634731	4635630	+	344	NA	intron (Jcad, intron 1 of 3)	-intron (Jcad, intron 1 of 3)	251	Jcad	Jcad	NM_001081963			Jcad			NA
liver_14_5_REP1.mLb.clN_peak_817	chr19	6300327	6300825	+	343	NA	TTS (Ehd1)	-TTS (Ehd1)	-5881	Cdc42bpg	Cdc42bpg	NM_001033342			Cdc42bpg			NA
liver_14_5_REP1.mLb.clN_peak_1020	chr19	24999185	24999827	+	342	NA	promoter-TSS (Dock8)	-promoter-TSS (Dock8)	-23	Dock8	Dock8	NM_028785			Dock8			NA
liver_14_5_REP1.mLb.clN_peak_1263	chr19	46039229	46039936	+	339	NA	promoter-TSS (Ldb1)	-promoter-TSS (Ldb1)	39	Ldb1	Ldb1	NM_001360336			Ldb1			NA
liver_14_5_REP1.mLb.clN_peak_599	chr18	78212232	78213115	+	338	NA	intron (Slc14a2, intron 3 of 21)	-intron (Slc14a2, intron 3 of 11)	-89247	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_14_5_REP1.mLb.clN_peak_210	chr18	34516260	34516497	+	337	NA	Intergenic	Intergenic	-9555	Fam13b	Fam13b	NM_146084			Fam13b			NA
liver_14_5_REP1.mLb.clN_peak_393	chr18	60522986	60523551	+	336	NA	Intergenic	Intergenic	-2886	Dctn4	Dctn4	NM_001357462			Dctn4			NA
liver_14_5_REP1.mLb.clN_peak_895	chr19	9050281	9050681	+	336	NA	intron (Ahnak, intron 6 of 6)	-intron (Ahnak, intron 5 of 5)	37475	Scgb1a1	Scgb1a1	NM_011681			Scgb1a1			NA
liver_14_5_REP1.mLb.clN_peak_1128	chr19	36610214	36610635	+	336	NA	intron (Hectd2, intron 15 of 20)	-intron (Hectd2, intron 15 of 20)	55785	Hectd2	Hectd2	NM_172637			Hectd2			NA
liver_14_5_REP1.mLb.clN_peak_274	chr18	37969507	37970261	+	335	NA	promoter-TSS (Fchsd1)	-promoter-TSS (Fchsd1)	-153	Fchsd1	Fchsd1	NM_175684			Fchsd1			NA
liver_14_5_REP1.mLb.clN_peak_433	chr18	62174387	62175144	+	335	NA	Intergenic	Intergenic	5216	Adrb2	Adrb2	NM_007420			Adrb2			NA
liver_14_5_REP1.mLb.clN_peak_409	chr18	61277909	61279150	+	334	NA	intron (Pde6a, intron 17 of 21)	-intron (Pde6a, intron 17 of 21)	58055	Pde6a	Pde6a	NM_146086			Pde6a			NA
liver_14_5_REP1.mLb.clN_peak_997	chr19	21799514	21800313	+	333	NA	intron (Cemip2, intron 5 of 24)	-intron (Cemip2, intron 4 of 23)	21573	Cemip2	Cemip2	NM_031997			Cemip2			NA
liver_14_5_REP1.mLb.clN_peak_738	chr19	4961995	4962557	+	333	NA	promoter-TSS (Mrpl11)	-promoter-TSS (Mrpl11)	-30	Mrpl11	Mrpl11	NM_025553			Mrpl11			NA
liver_14_5_REP1.mLb.clN_peak_801	chr19	6067088	6068077	+	331	NA	TTS (Vps51)	-TTS (Vps51)	268	Tm7sf2	Tm7sf2	NM_028454			Tm7sf2			NA
liver_14_5_REP1.mLb.clN_peak_1318	chr19	47536685	47537598	+	330	NA	promoter-TSS (Stn1)	-promoter-TSS (Stn1)	-22	Stn1	Stn1	NM_175360			Stn1			NA
liver_14_5_REP1.mLb.clN_peak_1079	chr19	32180910	32181666	+	329	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-78148	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP1.mLb.clN_peak_1405	chr19	56801099	56802040	+	328	NA	intron (Ccdc186, intron 7 of 15)	-intron (Ccdc186, intron 7 of 15)	20630	Ccdc186	Ccdc186	NM_170757			Ccdc186			NA
liver_14_5_REP1.mLb.clN_peak_34	chr18	5914635	5915233	+	328	NA	Intergenic	Intergenic	221164	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_14_5_REP1.mLb.clN_peak_382	chr18	57085021	57085879	+	325	NA	Intergenic	Intergenic	-47640	Megf10	Megf10	NM_001001979			Megf10			NA
liver_14_5_REP1.mLb.clN_peak_803	chr19	6084742	6085322	+	325	NA	promoter-TSS (Zfpl1)	-promoter-TSS (Zfpl1)	-57	Zfpl1	Zfpl1	NM_024231			Zfpl1			NA
liver_14_5_REP1.mLb.clN_peak_1432	chr19	59899890	59900621	+	322	NA	Intergenic	Intergenic	43399	Rab11fip2	Rab11fip2	NM_001033172			Rab11fip2			NA
liver_14_5_REP1.mLb.clN_peak_888	chr19	8929190	8930184	+	320	NA	promoter-TSS (Eml3)	-promoter-TSS (Eml3)	-7	Eml3	Eml3	NM_001374671			Eml3			NA
liver_14_5_REP1.mLb.clN_peak_1258	chr19	45790402	45791146	+	320	NA	Intergenic	Intergenic	-7221	Oga	Oga	NR_151594			Oga			NA
liver_14_5_REP1.mLb.clN_peak_712	chr19	4231496	4232168	+	319	NA	promoter-TSS (Pold4)	-promoter-TSS (Pold4)	-583	Pold4	Pold4	NR_132280			Pold4			NA
liver_14_5_REP1.mLb.clN_peak_760	chr19	5490306	5490777	+	318	NA	promoter-TSS (Cfl1)	-promoter-TSS (Cfl1)	86	Cfl1	Cfl1	NM_007687			Cfl1			NA
liver_14_5_REP1.mLb.clN_peak_909	chr19	10172796	10173685	+	318	NA	Intergenic	Intergenic	-9648	Fads1	Fads1	NM_146094			Fads1			NA
liver_14_5_REP1.mLb.clN_peak_539	chr18	73703471	73704253	+	315	NA	promoter-TSS (Smad4)	-promoter-TSS (Smad4)	-64	4930578L24Rik	4930578L24Rik	NR_155448			4930578L24Rik			NA
liver_14_5_REP1.mLb.clN_peak_1349	chr19	53528790	53529487	+	314	NA	promoter-TSS (Dusp5)	-promoter-TSS (Dusp5)	-7	Dusp5	Dusp5	NM_001085390			Dusp5			NA
liver_14_5_REP1.mLb.clN_peak_299	chr18	39491210	39491894	+	314	NA	promoter-TSS (Nr3c1)	-promoter-TSS (Nr3c1)	-2273	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_14_5_REP1.mLb.clN_peak_237	chr18	35730216	35730702	+	314	NA	exon (1700066B19Rik, exon 2 of 2)	-exon (1700066B19Rik, exon 2 of 2)	3470	1700066B19Rik	1700066B19Rik	NM_001033168			1700066B19Rik			NA
liver_14_5_REP1.mLb.clN_peak_520	chr18	69592415	69593612	+	313	NA	intron (Tcf4, intron 8 of 19)	-intron (Tcf4, intron 8 of 19)	248521	Tcf4	Tcf4	NM_001361126			Tcf4			NA
liver_14_5_REP1.mLb.clN_peak_100	chr18	12810868	12811413	+	312	NA	intron (Osbpl1a, intron 1 of 11)	-intron (Osbpl1a, intron 4 of 14)	8767	Osbpl1a	Osbpl1a	NR_045524			Osbpl1a			NA
liver_14_5_REP1.mLb.clN_peak_78	chr18	10617687	10618348	+	311	NA	intron (Snrpd1, intron 1 of 3)	-intron (Snrpd1, intron 1 of 3)	221	Snrpd1	Snrpd1	NM_009226			Snrpd1			NA
liver_14_5_REP1.mLb.clN_peak_1189	chr19	41263160	41264515	+	310	NA	exon (Tm9sf3, exon 1 of 15)	-exon (Tm9sf3, exon 1 of 15)	167	Tm9sf3	Tm9sf3	NM_133352			Tm9sf3			NA
liver_14_5_REP1.mLb.clN_peak_1245	chr19	44407416	44408463	+	309	NA	promoter-TSS (Scd1)	-promoter-TSS (Scd1)	-230	Scd1	Scd1	NM_009127			Scd1			NA
liver_14_5_REP1.mLb.clN_peak_1038	chr19	29047535	29048281	+	309	NA	promoter-TSS (Ak3)	-promoter-TSS (Ak3)	53	Ak3	Ak3	NM_021299			Ak3			NA
liver_14_5_REP1.mLb.clN_peak_711	chr19	4201181	4201935	+	308	NA	promoter-TSS (Rad9a)	-promoter-TSS (Rad9a)	45	Rad9a	Rad9a	NM_011237			Rad9a			NA
liver_14_5_REP1.mLb.clN_peak_24	chr18	5390100	5390468	+	308	NA	Intergenic	Intergenic	-55845	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_14_5_REP1.mLb.clN_peak_1286	chr19	46553611	46553956	+	308	NA	intron (Arl3, intron 2 of 5)	-intron (Arl3, intron 2 of 6)	19399	Arl3	Arl3	NM_001355233			Arl3			NA
liver_14_5_REP1.mLb.clN_peak_741	chr19	5041030	5041716	+	307	NA	promoter-TSS (Brms1)	-promoter-TSS (Brms1)	10	Brms1	Brms1	NM_134155			Brms1			NA
liver_14_5_REP1.mLb.clN_peak_1393	chr19	55865528	55866235	+	306	NA	intron (Tcf7l2, intron 4 of 15)	-intron (Tcf7l2, intron 4 of 14)	124071	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_14_5_REP1.mLb.clN_peak_1310	chr19	47384201	47385242	+	306	NA	intron (Sh3pxd2a, intron 3 of 14)	-intron (Sh3pxd2a, intron 3 of 13)	79690	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
liver_14_5_REP1.mLb.clN_peak_1390	chr19	55741301	55741918	+	305	NA	promoter-TSS (Tcf7l2)	-promoter-TSS (Tcf7l2)	-201	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_14_5_REP1.mLb.clN_peak_1253	chr19	45602637	45602936	+	304	NA	intron (Fbxw4, intron 5 of 8)	-intron (Fbxw4, intron 5 of 8)	42201	Dpcd	Dpcd	NM_172639			Dpcd			NA
liver_14_5_REP1.mLb.clN_peak_325	chr18	46541885	46542382	+	304	NA	Intergenic	Intergenic	-16162	Fem1c	Fem1c	NM_173423			Fem1c			NA
liver_14_5_REP1.mLb.clN_peak_854	chr19	7295146	7295804	+	303	NA	promoter-TSS (Mark2)	-promoter-TSS (Mark2)	28081	Rcor2	Rcor2	NM_001320554			Rcor2			NA
liver_14_5_REP1.mLb.clN_peak_484	chr18	67245184	67245715	+	301	NA	exon (Mppe1, exon 1 of 11)	-exon (Mppe1, exon 1 of 11)	381	Mppe1	Mppe1	NM_001357518			Mppe1			NA
liver_14_5_REP1.mLb.clN_peak_933	chr19	11121030	11121450	+	300	NA	intron (Ms4a20, intron 1 of 6)	-intron (Ms4a20, intron 1 of 6)	9638	Ms4a20	Ms4a20	NM_027058			Ms4a20			NA
liver_14_5_REP1.mLb.clN_peak_813	chr19	6284488	6285031	+	300	NA	intron (Ehd1, intron 2 of 4)	-intron (Ehd1, intron 2 of 4)	7863	Ehd1	Ehd1	NM_010119			Ehd1			NA
liver_14_5_REP1.mLb.clN_peak_742	chr19	5067179	5067871	+	299	NA	promoter-TSS (Cd248)	-promoter-TSS (Cd248)	-553	Cd248	Cd248	NM_054042			Cd248			NA
liver_14_5_REP1.mLb.clN_peak_23	chr18	5388607	5389068	+	298	NA	Intergenic	Intergenic	-54398	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_14_5_REP1.mLb.clN_peak_248	chr18	36286594	36287832	+	298	NA	exon (Pura, exon 2 of 2)	-exon (Pura, exon 2 of 2)	6108	Pura	Pura	NM_008989			Pura			NA
liver_14_5_REP1.mLb.clN_peak_872	chr19	8735559	8736287	+	297	NA	promoter-TSS (Wdr74)	-promoter-TSS (Wdr74)	84	Wdr74	Wdr74	NM_134139			Wdr74			NA
liver_14_5_REP1.mLb.clN_peak_289	chr18	38418638	38419364	+	296	NA	promoter-TSS (Ndfip1)	-promoter-TSS (Ndfip1)	94	Ndfip1	Ndfip1	NM_022996			Ndfip1			NA
liver_14_5_REP1.mLb.clN_peak_98	chr18	12741103	12741859	+	295	NA	intron (Cabyr, intron 1 of 5)	-intron (Cabyr, intron 1 of 5)	126	Cabyr	Cabyr	NM_181731			Cabyr			NA
liver_14_5_REP1.mLb.clN_peak_1107	chr19	34550483	34551089	+	293	NA	promoter-TSS (Ifit2)	-promoter-TSS (Ifit2)	92	Ifit2	Ifit2	NM_001355262			Ifit2			NA
liver_14_5_REP1.mLb.clN_peak_1328	chr19	53032127	53032522	+	292	NA	intron (Xpnpep1, intron 1 of 20)	-intron (Xpnpep1, intron 1 of 19)	6330	Xpnpep1	Xpnpep1	NM_001374834			Xpnpep1			NA
liver_14_5_REP1.mLb.clN_peak_201	chr18	33794510	33795250	+	292	NA	promoter-TSS (Epb41l4aos)	-promoter-TSS (Epb41l4aos)	-12	Epb41l4aos	Epb41l4aos	NR_038151			Epb41l4aos			NA
liver_14_5_REP1.mLb.clN_peak_882	chr19	8880458	8881034	+	288	NA	exon (Uqcc3, exon 1 of 2)	-exon (Uqcc3, exon 1 of 2)	187	Uqcc3	Uqcc3	NM_001160356			Uqcc3			NA
liver_14_5_REP1.mLb.clN_peak_1165	chr19	38818947	38819730	+	288	NA	promoter-TSS (Noc3l)	-promoter-TSS (Noc3l)	-101	Noc3l	Noc3l	NM_021315			Noc3l			NA
liver_14_5_REP1.mLb.clN_peak_1345	chr19	53421041	53421725	+	286	NA	Intergenic	Intergenic	-30749	Smndc1	Smndc1	NM_172429			Smndc1			NA
liver_14_5_REP1.mLb.clN_peak_593	chr18	77869759	77870461	+	286	NA	intron (Pstpip2, intron 6 of 14)	-intron (Pstpip2, intron 6 of 14)	-68356	Epg5	Epg5	NM_001195633			Epg5			NA
liver_14_5_REP1.mLb.clN_peak_1241	chr19	44314371	44314868	+	286	NA	Intergenic	Intergenic	11448	Mir5114	Mir5114	NR_039574			Mir5114			NA
liver_14_5_REP1.mLb.clN_peak_1177	chr19	40588147	40588665	+	285	NA	promoter-TSS (Aldh18a1)	-promoter-TSS (Aldh18a1)	57	Aldh18a1	Aldh18a1	NM_153554			Aldh18a1			NA
liver_14_5_REP1.mLb.clN_peak_805	chr19	6102314	6102713	+	284	NA	Intergenic	Intergenic	-3268	Naaladl1	Naaladl1	NM_001009546			Naaladl1			NA
liver_14_5_REP1.mLb.clN_peak_383	chr18	57354607	57355161	+	283	NA	exon (Prrc1, exon 1 of 9)	-exon (Prrc1, exon 1 of 9)	151	Prrc1	Prrc1	NM_028447			Prrc1			NA
liver_14_5_REP1.mLb.clN_peak_1052	chr19	29367151	29367508	+	283	NA	promoter-TSS (Cd274)	-promoter-TSS (Cd274)	-109	Cd274	Cd274	NM_021893			Cd274			NA
liver_14_5_REP1.mLb.clN_peak_372	chr18	56562069	56562736	+	281	NA	promoter-TSS (Phax)	-promoter-TSS (Phax)	-104	Aldh7a1	Aldh7a1	NM_138600			Aldh7a1			NA
liver_14_5_REP1.mLb.clN_peak_228	chr18	35553097	35553462	+	281	NA	promoter-TSS (Snhg4)	-promoter-TSS (Snhg4)	-131	Snhg4	Snhg4	NR_038073			Snhg4			NA
liver_14_5_REP1.mLb.clN_peak_369	chr18	55106947	55107557	+	280	NA	Intergenic	Intergenic	-117072	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_14_5_REP1.mLb.clN_peak_776	chr19	5727026	5727315	+	277	NA	promoter-TSS (Ehbp1l1)	-promoter-TSS (Ehbp1l1)	-853	Ehbp1l1	Ehbp1l1	NM_053252			Ehbp1l1			NA
liver_14_5_REP1.mLb.clN_peak_756	chr19	5456901	5457840	+	277	NA	exon (Ccdc85b, exon 1 of 2)	-exon (Ccdc85b, exon 1 of 2)	193	Ccdc85b	Ccdc85b	NM_001243307			Ccdc85b			NA
liver_14_5_REP1.mLb.clN_peak_820	chr19	6340736	6341536	+	276	NA	promoter-TSS (Map4k2)	-promoter-TSS (Map4k2)	-24	Map4k2	Map4k2	NR_117093			Map4k2			NA
liver_14_5_REP1.mLb.clN_peak_346	chr18	50128158	50128826	+	276	NA	intron (Hsd17b4, intron 1 of 23)	-intron (Hsd17b4, intron 1 of 23)	291	Hsd17b4	Hsd17b4	NM_008292			Hsd17b4			NA
liver_14_5_REP1.mLb.clN_peak_766	chr19	5609588	5610363	+	275	NA	promoter-TSS (Kat5)	-promoter-TSS (Kat5)	119	Kat5	Kat5	NR_155544			Kat5			NA
liver_14_5_REP1.mLb.clN_peak_540	chr18	73754107	73754656	+	275	NA	promoter-TSS (Elac1)	-promoter-TSS (Elac1)	98	Elac1	Elac1	NM_053255			Elac1			NA
liver_14_5_REP1.mLb.clN_peak_1077	chr19	32172424	32172789	+	274	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-69466	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP1.mLb.clN_peak_48	chr18	7146932	7147710	+	274	NA	intron (Armc4, intron 18 of 20)	-intron (Armc4, intron 18 of 20)	-142542	Mkx	Mkx	NM_177595			Mkx			NA
liver_14_5_REP1.mLb.clN_peak_310	chr18	44380459	44381137	+	274	NA	intron (Dcp2, intron 1 of 10)	-intron (Dcp2, intron 1 of 10)	298	Dcp2	Dcp2	NM_027490			Dcp2			NA
liver_14_5_REP1.mLb.clN_peak_370	chr18	55133768	55134618	+	273	NA	Intergenic	Intergenic	-144013	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_14_5_REP1.mLb.clN_peak_708	chr19	4162926	4163537	+	273	NA	exon (Rps6kb2, exon 1 of 15)	-exon (Rps6kb2, exon 1 of 15)	152	Rps6kb2	Rps6kb2	NR_153660			Rps6kb2			NA
liver_14_5_REP1.mLb.clN_peak_915	chr19	10444592	10445200	+	273	NA	intron (Syt7, intron 10 of 10)	-intron (Syt7, intron 11 of 11)	12551	Lrrc10b	Lrrc10b	NM_001111140			Lrrc10b			NA
liver_14_5_REP1.mLb.clN_peak_478	chr18	66458246	66459007	+	270	NA	promoter-TSS (Pmaip1)	-promoter-TSS (Pmaip1)	22	Pmaip1	Pmaip1	NM_021451			Pmaip1			NA
liver_14_5_REP1.mLb.clN_peak_1326	chr19	53002200	53002625	+	268	NA	intron (Xpnpep1, intron 14 of 20)	-intron (Xpnpep1, intron 13 of 19)	8344	Mir6407	Mir6407	NR_105834			Mir6407			NA
