PeakID (cmd=annotatePeaks.pl liver_14_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP2.mLb.clN_peak_2170	chr19	55206910	55207899	+	627	NA	intron (Gucy2g, intron 4 of 8)	-intron (Gucy2g, intron 16 of 20)	10168	Gucy2g	Gucy2g	NM_001081076			Gucy2g			NA
liver_14_5_REP2.mLb.clN_peak_2202	chr19	56189119	56189535	+	626	NA	Intergenic	Intergenic	-98585	Habp2	Habp2	NM_001329935			Habp2			NA
liver_14_5_REP2.mLb.clN_peak_1328	chr19	7067003	7068283	+	624	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	10875	Macrod1	Macrod1	NM_134147			Macrod1			NA
liver_14_5_REP2.mLb.clN_peak_1241	chr19	5704326	5705432	+	624	NA	intron (Kcnk7, intron 1 of 2)	-intron (Kcnk7, intron 1 of 2)	408	Kcnk7	Kcnk7	NM_010609			Kcnk7			NA
liver_14_5_REP2.mLb.clN_peak_1022	chr18	82514686	82515387	+	623	NA	intron (Mbp, intron 2 of 6)	-intron (Mbp, intron 2 of 3)	39913	Mbp	Mbp	NM_001025245			Mbp			NA
liver_14_5_REP2.mLb.clN_peak_1126	chr19	3831690	3832391	+	622	NA	Intergenic	Intergenic	18776	Gm51271	Gm51271	NR_162795			Gm51271			NA
liver_14_5_REP2.mLb.clN_peak_2104	chr19	53002119	53002791	+	620	NA	intron (Xpnpep1, intron 14 of 20)	-intron (Xpnpep1, intron 13 of 19)	8301	Mir6407	Mir6407	NR_105834			Mir6407			NA
liver_14_5_REP2.mLb.clN_peak_389	chr18	36348403	36349084	+	619	NA	promoter-TSS (Cystm1)	-promoter-TSS (Cystm1)	-30	Cystm1	Cystm1	NM_001081365			Cystm1			NA
liver_14_5_REP2.mLb.clN_peak_1319	chr19	6974258	6975213	+	619	NA	promoter-TSS (Ppp1r14b)	-promoter-TSS (Ppp1r14b)	-313	Ppp1r14b	Ppp1r14b	NM_008889			Ppp1r14b			NA
liver_14_5_REP2.mLb.clN_peak_1263	chr19	5874757	5875583	+	618	NA	promoter-TSS (Frmd8)	-promoter-TSS (Frmd8)	38	Frmd8	Frmd8	NM_026169			Frmd8			NA
liver_14_5_REP2.mLb.clN_peak_1866	chr19	40872992	40873645	+	618	NA	intron (E030044B06Rik, intron 1 of 4)	-intron (E030044B06Rik, intron 1 of 4)	5002	E030044B06Rik	E030044B06Rik	NR_045343			E030044B06Rik			NA
liver_14_5_REP2.mLb.clN_peak_359	chr18	35552915	35554572	+	614	NA	promoter-TSS (Mir1949)	-promoter-TSS (Mir1949)	333	Snhg4	Snhg4	NR_038073			Snhg4			NA
liver_14_5_REP2.mLb.clN_peak_842	chr18	70053032	70053669	+	612	NA	exon (Rab27b, exon 1 of 7)	-exon (Rab27b, exon 1 of 7)	238	Rab27b	Rab27b	NM_001082553			Rab27b			NA
liver_14_5_REP2.mLb.clN_peak_604	chr18	56903468	56904969	+	612	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	21297	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_14_5_REP2.mLb.clN_peak_1809	chr19	37493985	37494521	+	609	NA	Intergenic	Intergenic	28999	1700122C19Rik	1700122C19Rik	NR_131009			1700122C19Rik			NA
liver_14_5_REP2.mLb.clN_peak_1996	chr19	45802417	45803675	+	609	NA	intron (Kcnip2, intron 1 of 9)	-intron (Kcnip2, intron 1 of 7)	13017	Kcnip2	Kcnip2	NM_030716			Kcnip2			NA
liver_14_5_REP2.mLb.clN_peak_1729	chr19	32523814	32524263	+	608	NA	Intergenic	Intergenic	38269	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_14_5_REP2.mLb.clN_peak_943	chr18	77781723	77782074	+	607	NA	exon (Atp5a1, exon 11 of 12)	-exon (Atp5a1, exon 11 of 12)	8130	Atp5a1	Atp5a1	NM_007505			Atp5a1			NA
liver_14_5_REP2.mLb.clN_peak_1604	chr19	24452326	24452980	+	607	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	24821	Fam122a	Fam122a	NM_026520			Fam122a			NA
liver_14_5_REP2.mLb.clN_peak_976	chr18	80169204	80170527	+	606	NA	Intergenic	Intergenic	-16374	LOC105246506	LOC105246506	NR_131039			LOC105246506			NA
liver_14_5_REP2.mLb.clN_peak_1799	chr19	37232673	37232964	+	604	NA	Intergenic	Intergenic	25273	Marchf5	Marchf5	NM_027314			Marchf5			NA
liver_14_5_REP2.mLb.clN_peak_953	chr18	77956231	77956712	+	604	NA	intron (Epg5, intron 6 of 43)	-intron (Epg5, intron 6 of 43)	18005	Epg5	Epg5	NM_001195633			Epg5			NA
liver_14_5_REP2.mLb.clN_peak_897	chr18	75038366	75039357	+	603	NA	intron (Dym, intron 1 of 16)	-intron (Dym, intron 1 of 16)	20097	Dym	Dym	NM_027727			Dym			NA
liver_14_5_REP2.mLb.clN_peak_1654	chr19	29135189	29135758	+	600	NA	TTS (Mir101b)	-TTS (Mir101b)	194	Mir101b	Mir101b	NR_029778			Mir101b			NA
liver_14_5_REP2.mLb.clN_peak_1616	chr19	25054941	25055750	+	600	NA	intron (Dock8, intron 2 of 47)	-intron (Dock8, intron 2 of 47)	55816	Dock8	Dock8	NM_028785			Dock8			NA
liver_14_5_REP2.mLb.clN_peak_1000	chr18	80624765	80625667	+	599	NA	intron (Nfatc1, intron 9 of 9)	-intron (Nfatc1, intron 9 of 9)	-80670	Gm2176	Gm2176	NR_028424			Gm2176			NA
liver_14_5_REP2.mLb.clN_peak_2140	chr19	53799913	53800536	+	599	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	-92007	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP2.mLb.clN_peak_788	chr18	67460473	67461117	+	598	NA	Intergenic	Intergenic	-4054	Prelid3a	Prelid3a	NM_144867			Prelid3a			NA
liver_14_5_REP2.mLb.clN_peak_322	chr18	34247223	34248051	+	597	NA	promoter-TSS (Apc)	-promoter-TSS (Apc)	-25865	Gm10548	Gm10548	NR_040534			Gm10548			NA
liver_14_5_REP2.mLb.clN_peak_1146	chr19	4080448	4081106	+	596	NA	Intergenic	Intergenic	-2742	Cabp2	Cabp2	NM_013878			Cabp2			NA
liver_14_5_REP2.mLb.clN_peak_1417	chr19	10041049	10042046	+	595	NA	promoter-TSS (Fads3)	-promoter-TSS (Fads3)	-1	Fads3	Fads3	NM_021890			Fads3			NA
liver_14_5_REP2.mLb.clN_peak_1108	chr19	3282570	3283486	+	594	NA	promoter-TSS (Mrpl21)	-promoter-TSS (Mrpl21)	-14	Mrpl21	Mrpl21	NM_172252			Mrpl21			NA
liver_14_5_REP2.mLb.clN_peak_478	chr18	41730058	41731259	+	590	NA	Intergenic	Intergenic	220536	Prelid2	Prelid2	NM_029942			Prelid2			NA
liver_14_5_REP2.mLb.clN_peak_2207	chr19	56396806	56398023	+	589	NA	intron (Casp7, intron 1 of 6)	-intron (Casp7, intron 1 of 6)	285	Casp7	Casp7	NM_007611			Casp7			NA
liver_14_5_REP2.mLb.clN_peak_2276	chr19	60134108	60135012	+	586	NA	Intergenic	Intergenic	-10115	E330013P04Rik	E330013P04Rik	NR_026942			E330013P04Rik			NA
liver_14_5_REP2.mLb.clN_peak_328	chr18	34464952	34465791	+	585	NA	intron (Fam13b, intron 8 of 20)	-intron (Fam13b, intron 8 of 20)	41452	Fam13b	Fam13b	NM_146084			Fam13b			NA
liver_14_5_REP2.mLb.clN_peak_1899	chr19	42045334	42046058	+	583	NA	promoter-TSS (Hoga1)	-promoter-TSS (Hoga1)	-174	Hoga1	Hoga1	NM_026152			Hoga1			NA
liver_14_5_REP2.mLb.clN_peak_1560	chr19	20761276	20762297	+	580	NA	Intergenic	Intergenic	-34230	Aldh1a7	Aldh1a7	NM_011921			Aldh1a7			NA
liver_14_5_REP2.mLb.clN_peak_685	chr18	62110854	62111461	+	580	NA	Intergenic	Intergenic	68824	Adrb2	Adrb2	NM_007420			Adrb2			NA
liver_14_5_REP2.mLb.clN_peak_2148	chr19	53886765	53888406	+	578	NA	Intergenic	Intergenic	-4646	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP2.mLb.clN_peak_172	chr18	13972350	13972945	+	575	NA	promoter-TSS (Zfp521)	-promoter-TSS (Zfp521)	86	Zfp521	Zfp521	NM_001360804			Zfp521			NA
liver_14_5_REP2.mLb.clN_peak_2020	chr19	46356589	46357322	+	574	NA	promoter-TSS (Mfsd13a)	-promoter-TSS (Mfsd13a)	75	Mfsd13a	Mfsd13a	NM_029186			Mfsd13a			NA
liver_14_5_REP2.mLb.clN_peak_2045	chr19	46727829	46728525	+	573	NA	intron (As3mt, intron 10 of 10)	-intron (As3mt, intron 10 of 10)	20719	As3mt	As3mt	NM_020577			As3mt			NA
liver_14_5_REP2.mLb.clN_peak_1346	chr19	7416917	7418442	+	569	NA	promoter-TSS (2700081O15Rik)	-promoter-TSS (2700081O15Rik)	54	2700081O15Rik	2700081O15Rik	NM_175381			2700081O15Rik			NA
liver_14_5_REP2.mLb.clN_peak_74	chr18	7147202	7147819	+	569	NA	intron (Armc4, intron 18 of 20)	-intron (Armc4, intron 18 of 20)	-142731	Mkx	Mkx	NM_177595			Mkx			NA
liver_14_5_REP2.mLb.clN_peak_628	chr18	60595848	60596615	+	567	NA	exon (Synpo, exon 3 of 3)	-exon (Synpo, exon 3 of 3)	-4515	Myoz3	Myoz3	NM_133363			Myoz3			NA
liver_14_5_REP2.mLb.clN_peak_221	chr18	21144086	21144577	+	561	NA	intron (Garem1, intron 4 of 5)	-intron (Garem1, intron 4 of 5)	71987	Mep1b	Mep1b	NM_008586			Mep1b			NA
liver_14_5_REP2.mLb.clN_peak_2266	chr19	59384633	59385664	+	559	NA	Intergenic	Intergenic	-39368	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_14_5_REP2.mLb.clN_peak_1237	chr19	5648645	5649345	+	558	NA	TTS (Rela)	-TTS (Rela)	11454	Rela	Rela	NM_001365067			Rela			NA
liver_14_5_REP2.mLb.clN_peak_238	chr18	23709875	23711265	+	554	NA	Intergenic	Intergenic	41735	Gm15972	Gm15972	NR_126066			Gm15972			NA
liver_14_5_REP2.mLb.clN_peak_1401	chr19	9134814	9136051	+	551	NA	intron (Asrgl1, intron 1 of 6)	-intron (Asrgl1, intron 1 of 6)	134	Asrgl1	Asrgl1	NM_025610			Asrgl1			NA
liver_14_5_REP2.mLb.clN_peak_1135	chr19	3943080	3943669	+	551	NA	intron (Unc93b1, intron 7 of 10)	-intron (Unc93b1, intron 7 of 9)	8188	Unc93b1	Unc93b1	NM_019449			Unc93b1			NA
liver_14_5_REP2.mLb.clN_peak_2084	chr19	47463785	47465155	+	550	NA	promoter-TSS (Sh3pxd2a)	-promoter-TSS (Sh3pxd2a)	-59	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
liver_14_5_REP2.mLb.clN_peak_315	chr18	33463598	33464436	+	550	NA	promoter-TSS (Nrep)	-promoter-TSS (Nrep)	-146	Gm10549	Gm10549	NR_045415			Gm10549			NA
liver_14_5_REP2.mLb.clN_peak_506	chr18	46280246	46281125	+	550	NA	exon (Pggt1b, exon 1 of 9)	-exon (Pggt1b, exon 1 of 9)	165	Pggt1b	Pggt1b	NM_172627			Pggt1b			NA
liver_14_5_REP2.mLb.clN_peak_1711	chr19	32237253	32237948	+	549	NA	intron (Sgms1, intron 4 of 9)	-intron (Sgms1, intron 4 of 9)	-134460	Asah2	Asah2	NM_018830			Asah2			NA
liver_14_5_REP2.mLb.clN_peak_611	chr18	57836975	57837435	+	546	NA	Intergenic	Intergenic	-41473	Slc12a2	Slc12a2	NM_009194			Slc12a2			NA
liver_14_5_REP2.mLb.clN_peak_2174	chr19	55253235	55255057	+	543	NA	exon (Acsl5, exon 1 of 22)	-exon (Acsl5, exon 1 of 22)	777	Acsl5	Acsl5	NM_027976			Acsl5			NA
liver_14_5_REP2.mLb.clN_peak_903	chr18	75342212	75343444	+	543	NA	Intergenic	Intergenic	24260	Gm20544	Gm20544	NR_155535			Gm20544			NA
liver_14_5_REP2.mLb.clN_peak_68	chr18	6760585	6761141	+	539	NA	Intergenic	Intergenic	-4304	Rab18	Rab18	NM_181070			Rab18			NA
liver_14_5_REP2.mLb.clN_peak_2194	chr19	55861744	55862112	+	535	NA	intron (Tcf7l2, intron 4 of 15)	-intron (Tcf7l2, intron 4 of 14)	120118	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_14_5_REP2.mLb.clN_peak_1723	chr19	32438860	32439561	+	535	NA	Intergenic	Intergenic	-46559	Minpp1	Minpp1	NM_010799			Minpp1			NA
liver_14_5_REP2.mLb.clN_peak_1886	chr19	41807399	41808152	+	532	NA	Intergenic	Intergenic	-5691	Arhgap19	Arhgap19	NM_027667			Arhgap19			NA
liver_14_5_REP2.mLb.clN_peak_1471	chr19	11727359	11727736	+	531	NA	Intergenic	Intergenic	-20012	Cblif	Cblif	NM_008118			Cblif			NA
liver_14_5_REP2.mLb.clN_peak_1002	chr18	80707652	80708681	+	530	NA	promoter-TSS (Nfatc1)	-promoter-TSS (Nfatc1)	4905	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
liver_14_5_REP2.mLb.clN_peak_1405	chr19	9938565	9939500	+	530	NA	Intergenic	Intergenic	-39543	Incenp	Incenp	NM_001369356			Incenp			NA
liver_14_5_REP2.mLb.clN_peak_2094	chr19	47854526	47855733	+	526	NA	intron (Gsto1, intron 1 of 5)	-intron (Gsto1, intron 1 of 5)	156	Gsto1	Gsto1	NM_010362			Gsto1			NA
liver_14_5_REP2.mLb.clN_peak_1805	chr19	37434230	37435005	+	526	NA	promoter-TSS (Hhex)	-promoter-TSS (Hhex)	-224	Hhex	Hhex	NM_008245			Hhex			NA
liver_14_5_REP2.mLb.clN_peak_972	chr18	80046706	80047490	+	525	NA	exon (Pard6g, exon 1 of 3)	-exon (Pard6g, exon 1 of 3)	203	Pard6g	Pard6g	NM_053117			Pard6g			NA
liver_14_5_REP2.mLb.clN_peak_399	chr18	36669868	36670596	+	525	NA	promoter-TSS (Sra1)	-promoter-TSS (Sra1)	79	Sra1	Sra1	NM_001164406			Sra1			NA
liver_14_5_REP2.mLb.clN_peak_2141	chr19	53801883	53802504	+	524	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	-90038	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP2.mLb.clN_peak_541	chr18	50008171	50008811	+	523	NA	intron (Tnfaip8, intron 1 of 2)	-intron (Tnfaip8, intron 1 of 1)	-44791	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_14_5_REP2.mLb.clN_peak_1464	chr19	11044862	11045609	+	522	NA	Intergenic	Intergenic	5331	AW112010	AW112010	NR_102366			AW112010			NA
liver_14_5_REP2.mLb.clN_peak_671	chr18	61734741	61735461	+	521	NA	intron (Afap1l1, intron 17 of 18)	-intron (Afap1l1, intron 17 of 18)	8711	1500015A07Rik	1500015A07Rik	NR_029432			1500015A07Rik			NA
liver_14_5_REP2.mLb.clN_peak_1234	chr19	5601760	5602808	+	521	NA	TTS (Kat5)	-TTS (Kat5)	411	Rnaseh2c	Rnaseh2c	NM_026616			Rnaseh2c			NA
liver_14_5_REP2.mLb.clN_peak_617	chr18	59174754	59175873	+	520	NA	promoter-TSS (Chsy3)	-promoter-TSS (Chsy3)	-27	Chsy3	Chsy3	NM_001081328			Chsy3			NA
liver_14_5_REP2.mLb.clN_peak_658	chr18	61398604	61400731	+	518	NA	intron (Ppargc1b, intron 1 of 12)	-intron (Ppargc1b, intron 1 of 12)	745	Ppargc1b	Ppargc1b	NM_133249			Ppargc1b			NA
liver_14_5_REP2.mLb.clN_peak_274	chr18	24652818	24654234	+	516	NA	promoter-TSS (Mocos)	-promoter-TSS (Mocos)	-165	Mocos	Mocos	NM_026779			Mocos			NA
liver_14_5_REP2.mLb.clN_peak_1890	chr19	41837685	41838326	+	514	NA	Intergenic	Intergenic	8035	Frat1	Frat1	NM_008043			Frat1			NA
liver_14_5_REP2.mLb.clN_peak_1196	chr19	4883899	4884423	+	511	NA	exon (Zdhhc24, exon 3 of 3)	-exon (Zdhhc24, exon 3 of 3)	5493	Zdhhc24	Zdhhc24	NM_027476			Zdhhc24			NA
liver_14_5_REP2.mLb.clN_peak_1112	chr19	3334165	3334848	+	509	NA	intron (Cpt1a, intron 1 of 18)	-intron (Cpt1a, intron 1 of 18)	11205	Cpt1a	Cpt1a	NM_013495			Cpt1a			NA
liver_14_5_REP2.mLb.clN_peak_1786	chr19	36918542	36919788	+	508	NA	exon (Fgfbp3, exon 2 of 2)	-exon (Fgfbp3, exon 2 of 2)	434	Fgfbp3	Fgfbp3	NM_028263			Fgfbp3			NA
liver_14_5_REP2.mLb.clN_peak_8	chr18	3839577	3840285	+	507	NA	Intergenic	Intergenic	-325901	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
liver_14_5_REP2.mLb.clN_peak_2115	chr19	53193978	53194706	+	497	NA	intron (Add3, intron 1 of 15)	-intron (Add3, intron 1 of 14)	50345	Add3	Add3	NM_001164100			Add3			NA
liver_14_5_REP2.mLb.clN_peak_1918	chr19	42752366	42753390	+	495	NA	promoter-TSS (Pyroxd2)	-promoter-TSS (Pyroxd2)	-103	Pyroxd2	Pyroxd2	NM_029011			Pyroxd2			NA
liver_14_5_REP2.mLb.clN_peak_1200	chr19	4942539	4943424	+	494	NA	exon (Peli3, exon 1 of 7)	-exon (Peli3, exon 1 of 7)	111	Peli3	Peli3	NM_172835			Peli3			NA
liver_14_5_REP2.mLb.clN_peak_1208	chr19	5071881	5073357	+	492	NA	Intergenic	Intergenic	4541	Cd248	Cd248	NM_054042			Cd248			NA
liver_14_5_REP2.mLb.clN_peak_285	chr18	30267046	30268436	+	492	NA	Intergenic	Intergenic	-5124	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
liver_14_5_REP2.mLb.clN_peak_1993	chr19	45748983	45749837	+	488	NA	TTS (Oga)	-TTS (Oga)	155	Npm3	Npm3	NM_008723			Npm3			NA
liver_14_5_REP2.mLb.clN_peak_1384	chr19	8928148	8928553	+	485	NA	intron (Rom1, intron 1 of 2)	-intron (Rom1, intron 1 of 2)	1006	Rom1	Rom1	NM_009073			Rom1			NA
liver_14_5_REP2.mLb.clN_peak_209	chr18	20808957	20809490	+	482	NA	Intergenic	Intergenic	-62819	B4galt6	B4galt6	NM_019737			B4galt6			NA
liver_14_5_REP2.mLb.clN_peak_1330	chr19	7116819	7118379	+	481	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	-11870	Flrt1	Flrt1	NM_201411			Flrt1			NA
liver_14_5_REP2.mLb.clN_peak_2262	chr19	59330839	59331163	+	477	NA	intron (Pdzd8, intron 1 of 4)	-intron (Pdzd8, intron 1 of 4)	14779	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_14_5_REP2.mLb.clN_peak_60	chr18	6275270	6276234	+	474	NA	Intergenic	Intergenic	-34228	Kif5b	Kif5b	NM_008448			Kif5b			NA
liver_14_5_REP2.mLb.clN_peak_1001	chr18	80697082	80697670	+	473	NA	intron (Nfatc1, intron 2 of 9)	-intron (Nfatc1, intron 2 of 7)	15695	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
liver_14_5_REP2.mLb.clN_peak_947	chr18	77818905	77819226	+	470	NA	intron (Pstpip2, intron 1 of 14)	-intron (Pstpip2, intron 1 of 14)	-22675	F830208F22Rik	F830208F22Rik	NR_152167			F830208F22Rik			NA
liver_14_5_REP2.mLb.clN_peak_145	chr18	12258237	12258796	+	470	NA	intron (Ankrd29, intron 7 of 7)	-intron (Ankrd29, intron 9 of 9)	-22130	Npc1	Npc1	NM_008720			Npc1			NA
liver_14_5_REP2.mLb.clN_peak_465	chr18	39396218	39396808	+	469	NA	Intergenic	Intergenic	92766	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_14_5_REP2.mLb.clN_peak_1880	chr19	41495530	41496264	+	469	NA	intron (Lcor, intron 2 of 7)	-intron (Lcor, intron 2 of 7)	-29355	Morf4l1b	Morf4l1b	NM_001326287			Morf4l1b			NA
liver_14_5_REP2.mLb.clN_peak_1274	chr19	5963898	5964480	+	467	NA	promoter-TSS (Pola2)	-promoter-TSS (Pola2)	17	Pola2	Pola2	NM_008893			Pola2			NA
liver_14_5_REP2.mLb.clN_peak_263	chr18	24202434	24202698	+	467	NA	Intergenic	Intergenic	-2778	Galnt1	Galnt1	NM_001160404			Galnt1			NA
liver_14_5_REP2.mLb.clN_peak_2218	chr19	56811615	56811976	+	464	NA	intron (Ccdc186, intron 2 of 15)	-intron (Ccdc186, intron 2 of 15)	10404	Ccdc186	Ccdc186	NM_170757			Ccdc186			NA
liver_14_5_REP2.mLb.clN_peak_255	chr18	24101416	24102152	+	463	NA	Intergenic	Intergenic	20035	Ino80c	Ino80c	NM_172625			Ino80c			NA
liver_14_5_REP2.mLb.clN_peak_1693	chr19	31106948	31107757	+	463	NA	intron (Prkg1, intron 3 of 17)	-intron (Prkg1, intron 3 of 17)	24511	Cstf2t	Cstf2t	NM_031249			Cstf2t			NA
liver_14_5_REP2.mLb.clN_peak_950	chr18	77849135	77849872	+	462	NA	intron (Pstpip2, intron 4 of 14)	-intron (Pstpip2, intron 4 of 14)	-53113	F830208F22Rik	F830208F22Rik	NR_152167			F830208F22Rik			NA
liver_14_5_REP2.mLb.clN_peak_620	chr18	59423132	59424014	+	462	NA	Intergenic	Intergenic	-156057	Mir6355	Mir6355	NR_105773			Mir6355			NA
liver_14_5_REP2.mLb.clN_peak_732	chr18	64660564	64661433	+	460	NA	promoter-TSS (Atp8b1)	-promoter-TSS (Atp8b1)	2	Atp8b1	Atp8b1	NM_001001488			Atp8b1			NA
liver_14_5_REP2.mLb.clN_peak_1318	chr19	6969533	6970247	+	459	NA	promoter-TSS (Plcb3)	-promoter-TSS (Plcb3)	-76	Plcb3	Plcb3	NM_001290349			Plcb3			NA
liver_14_5_REP2.mLb.clN_peak_935	chr18	77608354	77609027	+	459	NA	Intergenic	Intergenic	-43554	Rnf165	Rnf165	NM_001164504			Rnf165			NA
liver_14_5_REP2.mLb.clN_peak_2281	chr19	60399182	60400162	+	459	NA	Intergenic	Intergenic	68632	Prlhr	Prlhr	NM_201615			Prlhr			NA
liver_14_5_REP2.mLb.clN_peak_393	chr18	36405619	36405965	+	458	NA	intron (Pfdn1, intron 3 of 3)	-intron (Pfdn1, intron 3 of 3)	48703	Pfdn1	Pfdn1	NM_026027			Pfdn1			NA
liver_14_5_REP2.mLb.clN_peak_103	chr18	10052144	10053109	+	456	NA	Intergenic	Intergenic	-22477	Usp14	Usp14	NM_001038589			Usp14			NA
liver_14_5_REP2.mLb.clN_peak_509	chr18	46396431	46397114	+	453	NA	Intergenic	Intergenic	69044	Mospd4	Mospd4	NR_045438			Mospd4			NA
liver_14_5_REP2.mLb.clN_peak_192	chr18	18873713	18874242	+	452	NA	Intergenic	Intergenic	1128120	Dsc3	Dsc3	NM_007882			Dsc3			NA
liver_14_5_REP2.mLb.clN_peak_1473	chr19	11745483	11746161	+	450	NA	Intergenic	Intergenic	-1737	Cblif	Cblif	NM_008118			Cblif			NA
liver_14_5_REP2.mLb.clN_peak_1990	chr19	45631573	45631843	+	450	NA	intron (Fbxw4, intron 4 of 8)	-intron (Fbxw4, intron 4 of 8)	28485	Fbxw4	Fbxw4	NM_013907			Fbxw4			NA
liver_14_5_REP2.mLb.clN_peak_1419	chr19	10059978	10061110	+	450	NA	TTS (Fads3)	-TTS (Fads3)	18996	Fads3	Fads3	NM_021890			Fads3			NA
liver_14_5_REP2.mLb.clN_peak_818	chr18	68218956	68220196	+	449	NA	intron (Ldlrad4, intron 3 of 5)	-intron (Ldlrad4, intron 3 of 5)	41397	Mir7219	Mir7219	NR_106078			Mir7219			NA
liver_14_5_REP2.mLb.clN_peak_819	chr18	68227309	68228052	+	449	NA	promoter-TSS (Ldlrad4)	-promoter-TSS (Ldlrad4)	33293	Mir7219	Mir7219	NR_106078			Mir7219			NA
liver_14_5_REP2.mLb.clN_peak_1111	chr19	3325160	3325637	+	446	NA	intron (Cpt1a, intron 1 of 18)	-intron (Cpt1a, intron 1 of 18)	2097	Cpt1a	Cpt1a	NM_013495			Cpt1a			NA
liver_14_5_REP2.mLb.clN_peak_547	chr18	50052906	50053803	+	445	NA	promoter-TSS (Tnfaip8)	-promoter-TSS (Tnfaip8)	72	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_14_5_REP2.mLb.clN_peak_1794	chr19	37141520	37142312	+	444	NA	intron (Cpeb3, intron 2 of 10)	-intron (Cpeb3, intron 2 of 10)	-31927	A330032B11Rik	A330032B11Rik	NR_045329			A330032B11Rik			NA
liver_14_5_REP2.mLb.clN_peak_1232	chr19	5529397	5529817	+	443	NA	Intergenic	Intergenic	-19090	Snx32	Snx32	NM_001024560			Snx32			NA
liver_14_5_REP2.mLb.clN_peak_1714	chr19	32263751	32264223	+	440	NA	intron (Sgms1, intron 2 of 9)	-intron (Sgms1, intron 2 of 9)	124525	Sgms1	Sgms1	NM_001168526			Sgms1			NA
liver_14_5_REP2.mLb.clN_peak_1843	chr19	40370087	40370754	+	439	NA	intron (Sorbs1, intron 8 of 28)	-intron (Sorbs1, intron 7 of 22)	-98804	Pdlim1	Pdlim1	NM_016861			Pdlim1			NA
liver_14_5_REP2.mLb.clN_peak_230	chr18	21289542	21290298	+	439	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	10219	Garem1	Garem1	NM_001033445			Garem1			NA
liver_14_5_REP2.mLb.clN_peak_1039	chr18	82681177	82681865	+	439	NA	intron (Zfp236, intron 2 of 29)	-intron (Zfp236, intron 2 of 30)	11394	Zfp236	Zfp236	NM_177832			Zfp236			NA
liver_14_5_REP2.mLb.clN_peak_1215	chr19	5267009	5267466	+	438	NA	intron (Pacs1, intron 1 of 23)	-intron (Pacs1, intron 2 of 24)	5882	Pacs1	Pacs1	NM_153129			Pacs1			NA
liver_14_5_REP2.mLb.clN_peak_348	chr18	34887154	34888378	+	438	NA	Intergenic	Intergenic	26559	Egr1	Egr1	NM_007913			Egr1			NA
liver_14_5_REP2.mLb.clN_peak_159	chr18	12861919	12862981	+	435	NA	exon (Osbpl1a, exon 1 of 13)	-exon (Osbpl1a, exon 1 of 13)	-42543	Osbpl1a	Osbpl1a	NR_045524			Osbpl1a			NA
liver_14_5_REP2.mLb.clN_peak_1341	chr19	7310793	7311262	+	435	NA	intron (Mark2, intron 1 of 17)	-intron (Mark2, intron 1 of 16)	30833	Mark2	Mark2	NM_001080388			Mark2			NA
liver_14_5_REP2.mLb.clN_peak_147	chr18	12423355	12424513	+	434	NA	intron (Lama3, intron 11 of 74)	-intron (Lama3, intron 11 of 74)	90000	Lama3	Lama3	NM_001347461			Lama3			NA
liver_14_5_REP2.mLb.clN_peak_1098	chr18	88995995	88996497	+	432	NA	intron (Rttn, intron 11 of 48)	-intron (Rttn, intron 11 of 48)	24216	Mir6359	Mir6359	NR_105777			Mir6359			NA
