PeakID (cmd=annotatePeaks.pl kidney_15_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_15_5_REP2.mLb.clN_peak_581	chr18	35068740	35069508	+	141	NA	Intergenic	Intergenic	-49788	Ctnna1	Ctnna1	NM_009818			Ctnna1			NA
kidney_15_5_REP2.mLb.clN_peak_2193	chr19	12488049	12489586	+	141	NA	intron (Dtx4, intron 2 of 8)	-intron (Dtx4, intron 2 of 8)	13179	Dtx4	Dtx4	NM_172442			Dtx4			NA
kidney_15_5_REP2.mLb.clN_peak_1558	chr18	77077648	77078204	+	141	NA	intron (Pias2, intron 1 of 12)	-intron (Pias2, intron 1 of 13)	12718	Pias2	Pias2	NM_008602			Pias2			NA
kidney_15_5_REP2.mLb.clN_peak_3187	chr19	57436608	57437217	+	141	NA	Intergenic	Intergenic	-15994	Trub1	Trub1	NM_028115			Trub1			NA
kidney_15_5_REP2.mLb.clN_peak_2756	chr19	41745869	41746748	+	140	NA	promoter-TSS (Gm19424)	-promoter-TSS (Gm19424)	-653	Gm19424	Gm19424	NR_040320			Gm19424			NA
kidney_15_5_REP2.mLb.clN_peak_2412	chr19	24671496	24672075	+	139	NA	Intergenic	Intergenic	-2223	Tmem252	Tmem252	NM_183160			Tmem252			NA
kidney_15_5_REP2.mLb.clN_peak_1934	chr19	5713819	5714066	+	139	NA	intron (Ehbp1l1, intron 12 of 18)	-intron (Ehbp1l1, intron 11 of 17)	9471	Kcnk7	Kcnk7	NM_010609			Kcnk7			NA
kidney_15_5_REP2.mLb.clN_peak_2901	chr19	45622113	45622746	+	139	NA	intron (Fbxw4, intron 5 of 8)	-intron (Fbxw4, intron 5 of 8)	37764	Fbxw4	Fbxw4	NM_013907			Fbxw4			NA
kidney_15_5_REP2.mLb.clN_peak_2042	chr19	7307873	7308527	+	139	NA	intron (Mark2, intron 1 of 17)	-intron (Mark2, intron 1 of 16)	33660	Mark2	Mark2	NM_001080388			Mark2			NA
kidney_15_5_REP2.mLb.clN_peak_1762	chr18	84868930	84869645	+	139	NA	intron (Cyb5a, intron 1 of 4)	-intron (Cyb5a, intron 1 of 5)	17949	Cyb5a	Cyb5a	NM_001348159			Cyb5a			NA
kidney_15_5_REP2.mLb.clN_peak_2229	chr19	15801278	15802279	+	139	NA	Intergenic	Intergenic	123281	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP2.mLb.clN_peak_223	chr18	13886769	13887367	+	139	NA	intron (Zfp521, intron 3 of 7)	-intron (Zfp521, intron 3 of 7)	85665	Zfp521	Zfp521	NM_001360804			Zfp521			NA
kidney_15_5_REP2.mLb.clN_peak_1695	chr18	82855463	82856300	+	139	NA	promoter-TSS (4930445N18Rik)	-promoter-TSS (4930445N18Rik)	-16	4930445N18Rik	4930445N18Rik	NR_125720			4930445N18Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1365	chr18	69613677	69615093	+	139	NA	intron (Tcf4, intron 8 of 19)	-intron (Tcf4, intron 8 of 19)	269893	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP2.mLb.clN_peak_1534	chr18	76140415	76141299	+	138	NA	intron (Zbtb7c, intron 4 of 4)	-intron (Zbtb7c, intron 2 of 2)	-29695	Mir6358	Mir6358	NR_105776			Mir6358			NA
kidney_15_5_REP2.mLb.clN_peak_3072	chr19	53511250	53512358	+	138	NA	Intergenic	Intergenic	-17341	Dusp5	Dusp5	NM_001085390			Dusp5			NA
kidney_15_5_REP2.mLb.clN_peak_2562	chr19	31663787	31665121	+	138	NA	promoter-TSS (Prkg1)	-promoter-TSS (Prkg1)	-84	Prkg1	Prkg1	NM_011160			Prkg1			NA
kidney_15_5_REP2.mLb.clN_peak_1644	chr18	80707675	80708703	+	138	NA	promoter-TSS (Nfatc1)	-promoter-TSS (Nfatc1)	4882	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
kidney_15_5_REP2.mLb.clN_peak_1007	chr18	55490641	55491149	+	138	NA	Intergenic	Intergenic	-500715	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP2.mLb.clN_peak_1647	chr18	80734858	80735361	+	137	NA	exon (Atp9b, exon 30 of 30)	-exon (Atp9b, exon 30 of 30)	-22038	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
kidney_15_5_REP2.mLb.clN_peak_530	chr18	33871592	33872072	+	137	NA	intron (Epb41l4a, intron 10 of 23)	-intron (Epb41l4a, intron 10 of 23)	76940	Epb41l4aos	Epb41l4aos	NR_038151			Epb41l4aos			NA
kidney_15_5_REP2.mLb.clN_peak_2125	chr19	10277659	10278188	+	137	NA	intron (Dagla, intron 1 of 19)	-intron (Dagla, intron 1 of 19)	26954	Dagla	Dagla	NM_198114			Dagla			NA
kidney_15_5_REP2.mLb.clN_peak_1863	chr19	4476496	4477529	+	137	NA	exon (Syt12, exon 1 of 8)	-exon (Syt12, exon 1 of 8)	131	Syt12	Syt12	NM_134164			Syt12			NA
kidney_15_5_REP2.mLb.clN_peak_1959	chr19	5935294	5935645	+	137	NA	Intergenic	Intergenic	-10653	Cdc42ep2	Cdc42ep2	NM_026772			Cdc42ep2			NA
kidney_15_5_REP2.mLb.clN_peak_2675	chr19	37434013	37434931	+	137	NA	promoter-TSS (Hhex)	-promoter-TSS (Hhex)	-369	Hhex	Hhex	NM_008245			Hhex			NA
kidney_15_5_REP2.mLb.clN_peak_2153	chr19	10709358	10710148	+	137	NA	intron (Vps37c, intron 2 of 3)	-intron (Vps37c, intron 2 of 4)	21018	Vps37c	Vps37c	NM_001361962			Vps37c			NA
kidney_15_5_REP2.mLb.clN_peak_100	chr18	7502126	7502756	+	137	NA	intron (Mpp7, intron 4 of 17)	-intron (Mpp7, intron 3 of 16)	105713	Mpp7	Mpp7	NM_001081287			Mpp7			NA
kidney_15_5_REP2.mLb.clN_peak_1731	chr18	84080316	84080582	+	136	NA	intron (Tshz1, intron 1 of 1)	-intron (Tshz1, intron 1 of 1)	6016	Tshz1	Tshz1	NM_001364993			Tshz1			NA
kidney_15_5_REP2.mLb.clN_peak_2231	chr19	15836118	15837277	+	136	NA	Intergenic	Intergenic	88362	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP2.mLb.clN_peak_12	chr18	3839626	3840013	+	136	NA	Intergenic	Intergenic	-326013	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_15_5_REP2.mLb.clN_peak_1712	chr18	83219315	83219978	+	136	NA	Intergenic	Intergenic	106238	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1341	chr18	68794362	68794923	+	136	NA	Intergenic	Intergenic	55242	Mir6356	Mir6356	NR_105774			Mir6356			NA
kidney_15_5_REP2.mLb.clN_peak_196	chr18	12440485	12440754	+	136	NA	intron (Lama3, intron 13 of 74)	-intron (Lama3, intron 13 of 74)	106685	Lama3	Lama3	NM_001347461			Lama3			NA
kidney_15_5_REP2.mLb.clN_peak_2800	chr19	43463730	43464258	+	135	NA	intron (Cnnm1, intron 1 of 10)	-intron (Cnnm1, intron 1 of 11)	23581	Cnnm1	Cnnm1	NM_031396			Cnnm1			NA
kidney_15_5_REP2.mLb.clN_peak_256	chr18	15345453	15346470	+	135	NA	Intergenic	Intergenic	57797	Aqp4	Aqp4	NM_001308645			Aqp4			NA
kidney_15_5_REP2.mLb.clN_peak_2043	chr19	7310752	7311069	+	135	NA	intron (Mark2, intron 1 of 17)	-intron (Mark2, intron 1 of 16)	30950	Mark2	Mark2	NM_001080388			Mark2			NA
kidney_15_5_REP2.mLb.clN_peak_3048	chr19	53084808	53085107	+	135	NA	TTS (1700054A03Rik)	-TTS (1700054A03Rik)	8705	1700054A03Rik	1700054A03Rik	NR_045320			1700054A03Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1173	chr18	62250066	62250709	+	135	NA	Intergenic	Intergenic	70287	Gm9949	Gm9949	NM_001013754			Gm9949			NA
kidney_15_5_REP2.mLb.clN_peak_510	chr18	32816541	32816949	+	135	NA	promoter-TSS (Tslp)	-promoter-TSS (Tslp)	-115	Tslp	Tslp	NR_033206			Tslp			NA
kidney_15_5_REP2.mLb.clN_peak_2775	chr19	42086085	42086493	+	135	NA	promoter-TSS (Morn4)	-promoter-TSS (Morn4)	81	Morn4	Morn4	NM_198108			Morn4			NA
kidney_15_5_REP2.mLb.clN_peak_2449	chr19	25654152	25654759	+	134	NA	Intergenic	Intergenic	17784	2610016A17Rik	2610016A17Rik	NR_045347			2610016A17Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2195	chr19	12518015	12518495	+	134	NA	Intergenic	Intergenic	-16259	Dtx4	Dtx4	NM_172442			Dtx4			NA
kidney_15_5_REP2.mLb.clN_peak_1506	chr18	75494592	75495576	+	134	NA	intron (Ctif, intron 9 of 11)	-intron (Ctif, intron 9 of 11)	-19561	Gm10532	Gm10532	NR_045879			Gm10532			NA
kidney_15_5_REP2.mLb.clN_peak_749	chr18	39283923	39284544	+	134	NA	intron (Arhgap26, intron 17 of 22)	-intron (Arhgap26, intron 17 of 21)	205046	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
kidney_15_5_REP2.mLb.clN_peak_1637	chr18	80533837	80534842	+	134	NA	Intergenic	Intergenic	10207	Gm2176	Gm2176	NR_028424			Gm2176			NA
kidney_15_5_REP2.mLb.clN_peak_1308	chr18	67581557	67582280	+	133	NA	intron (Spire1, intron 2 of 16)	-intron (Spire1, intron 2 of 16)	28988	Spire1	Spire1	NM_194355			Spire1			NA
kidney_15_5_REP2.mLb.clN_peak_1210	chr18	64466641	64466902	+	133	NA	intron (Fech, intron 6 of 10)	-intron (Fech, intron 5 of 9)	22327	Fech	Fech	NM_001348055			Fech			NA
kidney_15_5_REP2.mLb.clN_peak_2862	chr19	44741321	44742552	+	132	NA	Intergenic	Intergenic	-14970	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP2.mLb.clN_peak_382	chr18	24246223	24246793	+	132	NA	intron (Galnt1, intron 4 of 12)	-intron (Galnt1, intron 4 of 12)	41164	Galnt1	Galnt1	NM_001160404			Galnt1			NA
kidney_15_5_REP2.mLb.clN_peak_2815	chr19	43890567	43890997	+	132	NA	intron (Dnmbp, intron 4 of 15)	-intron (Dnmbp, intron 4 of 15)	49416	Dnmbp	Dnmbp	NM_028029			Dnmbp			NA
kidney_15_5_REP2.mLb.clN_peak_1600	chr18	78488584	78489072	+	132	NA	intron (Slc14a2, intron 2 of 21)	-intron (Slc14a2, intron 2 of 11)	108122	Slc14a2	Slc14a2	NM_001110273			Slc14a2			NA
kidney_15_5_REP2.mLb.clN_peak_1882	chr19	4854916	4855771	+	132	NA	exon (Ctsf, exon 1 of 14)	-exon (Ctsf, exon 1 of 14)	178	Ctsf	Ctsf	NM_019861			Ctsf			NA
kidney_15_5_REP2.mLb.clN_peak_3124	chr19	55556290	55556814	+	132	NA	intron (Vti1a, intron 8 of 8)	-intron (Vti1a, intron 8 of 8)	145652	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2433	chr19	25200438	25201009	+	131	NA	intron (Dock8, intron 47 of 47)	-intron (Dock8, intron 47 of 47)	-36252	Kank1	Kank1	NM_181404			Kank1			NA
kidney_15_5_REP2.mLb.clN_peak_1609	chr18	79106170	79106531	+	131	NA	intron (Setbp1, intron 1 of 5)	-intron (Setbp1, intron 1 of 5)	3041	Setbp1	Setbp1	NM_053099			Setbp1			NA
kidney_15_5_REP2.mLb.clN_peak_636	chr18	36195974	36197796	+	131	NA	exon (Nrg2, exon 1 of 10)	-exon (Nrg2, exon 1 of 10)	506	Nrg2	Nrg2	NM_001167891			Nrg2			NA
kidney_15_5_REP2.mLb.clN_peak_1529	chr18	76071873	76072770	+	131	NA	intron (Zbtb7c, intron 1 of 2)	-intron (Zbtb7c, intron 1 of 2)	26150	2900057B20Rik	2900057B20Rik	NR_045365			2900057B20Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1964	chr19	5963765	5964447	+	131	NA	promoter-TSS (Pola2)	-promoter-TSS (Pola2)	100	Pola2	Pola2	NM_008893			Pola2			NA
kidney_15_5_REP2.mLb.clN_peak_1827	chr19	3935099	3936154	+	131	NA	intron (Unc93b1, intron 1 of 10)	-intron (Unc93b1, intron 1 of 9)	440	Unc93b1	Unc93b1	NM_019449			Unc93b1			NA
kidney_15_5_REP2.mLb.clN_peak_600	chr18	35654540	35655325	+	131	NA	exon (Prob1, exon 1 of 1)	-exon (Prob1, exon 1 of 1)	289	Prob1	Prob1	NM_001270646			Prob1			NA
kidney_15_5_REP2.mLb.clN_peak_262	chr18	15759553	15760594	+	131	NA	promoter-TSS (Chst9)	-promoter-TSS (Chst9)	84	Chst9	Chst9	NM_199055			Chst9			NA
kidney_15_5_REP2.mLb.clN_peak_1174	chr18	62323824	62324493	+	131	NA	promoter-TSS (Htr4)	-promoter-TSS (Htr4)	-46	Htr4	Htr4	NM_001364957			Htr4			NA
kidney_15_5_REP2.mLb.clN_peak_2329	chr19	21144684	21145114	+	130	NA	Intergenic	Intergenic	40189	4930554I06Rik	4930554I06Rik	NR_126458			4930554I06Rik			NA
kidney_15_5_REP2.mLb.clN_peak_3059	chr19	53310364	53310774	+	130	NA	promoter-TSS (Mxi1)	-promoter-TSS (Mxi1)	-18844	Mxi1	Mxi1	NM_001008543			Mxi1			NA
kidney_15_5_REP2.mLb.clN_peak_2031	chr19	7172316	7172689	+	130	NA	intron (Macrod1, intron 3 of 10)	-intron (Macrod1, intron 3 of 10)	33782	Otub1	Otub1	NM_134150			Otub1			NA
kidney_15_5_REP2.mLb.clN_peak_448	chr18	28417549	28417899	+	130	NA	Intergenic	Intergenic	-142440	4930474G06Rik	4930474G06Rik	NR_045398			4930474G06Rik			NA
kidney_15_5_REP2.mLb.clN_peak_165	chr18	11051959	11053338	+	130	NA	promoter-TSS (Gata6os)	-promoter-TSS (Gata6os)	-81	Gata6os	Gata6os	NR_105023			Gata6os			NA
kidney_15_5_REP2.mLb.clN_peak_2859	chr19	44719595	44720519	+	130	NA	Intergenic	Intergenic	-36849	Pax2	Pax2	NM_001368747			Pax2			NA
kidney_15_5_REP2.mLb.clN_peak_577	chr18	35021884	35022649	+	130	NA	Intergenic	Intergenic	-67915	Hspa9	Hspa9	NM_010481			Hspa9			NA
kidney_15_5_REP2.mLb.clN_peak_866	chr18	47192384	47192945	+	130	NA	Intergenic	Intergenic	176204	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_15_5_REP2.mLb.clN_peak_3115	chr19	55244881	55245370	+	129	NA	Intergenic	Intergenic	-8244	Acsl5	Acsl5	NM_027976			Acsl5			NA
kidney_15_5_REP2.mLb.clN_peak_1969	chr19	6061147	6061816	+	129	NA	exon (Znhit2, exon 1 of 1)	-exon (Znhit2, exon 1 of 1)	274	Znhit2	Znhit2	NM_013859			Znhit2			NA
kidney_15_5_REP2.mLb.clN_peak_1035	chr18	57132844	57133443	+	129	NA	promoter-TSS (Megf10)	-promoter-TSS (Megf10)	53	Megf10	Megf10	NM_001001979			Megf10			NA
kidney_15_5_REP2.mLb.clN_peak_2970	chr19	47291279	47291618	+	129	NA	intron (Sh3pxd2a, intron 8 of 14)	-intron (Sh3pxd2a, intron 8 of 13)	-17859	Mir6995	Mir6995	NR_105961			Mir6995			NA
kidney_15_5_REP2.mLb.clN_peak_508	chr18	32559312	32560300	+	129	NA	exon (Gypc, exon 1 of 3)	-exon (Gypc, exon 1 of 3)	228	Gypc	Gypc	NM_001048207			Gypc			NA
kidney_15_5_REP2.mLb.clN_peak_439	chr18	26036298	26036814	+	129	NA	Intergenic	Intergenic	-282399	Celf4	Celf4	NM_001362278			Celf4			NA
kidney_15_5_REP2.mLb.clN_peak_1849	chr19	4201153	4202108	+	128	NA	promoter-TSS (Rad9a)	-promoter-TSS (Rad9a)	-27	Rad9a	Rad9a	NM_011237			Rad9a			NA
kidney_15_5_REP2.mLb.clN_peak_522	chr18	33482294	33482974	+	128	NA	Intergenic	Intergenic	18471	Gm10549	Gm10549	NR_045415			Gm10549			NA
kidney_15_5_REP2.mLb.clN_peak_621	chr18	35889168	35890079	+	128	NA	Intergenic	Intergenic	59835	Cxxc5	Cxxc5	NM_133687			Cxxc5			NA
kidney_15_5_REP2.mLb.clN_peak_300	chr18	21047391	21047959	+	127	NA	Intergenic	Intergenic	-24669	Mep1b	Mep1b	NM_008586			Mep1b			NA
kidney_15_5_REP2.mLb.clN_peak_2215	chr19	14502376	14502940	+	127	NA	intron (Tle4, intron 8 of 19)	-intron (Tle4, intron 8 of 19)	-64152	Rnu6	Rnu6	NR_003027			Rnu6			NA
kidney_15_5_REP2.mLb.clN_peak_2336	chr19	21478557	21478817	+	126	NA	Intergenic	Intergenic	-6026	Gda	Gda	NM_010266			Gda			NA
kidney_15_5_REP2.mLb.clN_peak_305	chr18	21177436	21177853	+	126	NA	intron (Garem1, intron 2 of 5)	-intron (Garem1, intron 2 of 5)	105300	Mep1b	Mep1b	NM_008586			Mep1b			NA
kidney_15_5_REP2.mLb.clN_peak_910	chr18	50028298	50028862	+	126	NA	intron (Tnfaip8, intron 1 of 2)	-intron (Tnfaip8, intron 1 of 1)	-24702	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
kidney_15_5_REP2.mLb.clN_peak_1635	chr18	80442657	80443465	+	126	NA	intron (Ctdp1, intron 10 of 12)	-intron (Ctdp1, intron 10 of 12)	26631	Ctdp1	Ctdp1	NM_026295			Ctdp1			NA
kidney_15_5_REP2.mLb.clN_peak_863	chr18	47169908	47170543	+	126	NA	Intergenic	Intergenic	198643	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_15_5_REP2.mLb.clN_peak_2532	chr19	29924595	29925168	+	126	NA	promoter-TSS (Il33)	-promoter-TSS (Il33)	-232	Il33	Il33	NM_001360725			Il33			NA
kidney_15_5_REP2.mLb.clN_peak_1370	chr18	69796010	69796278	+	126	NA	Intergenic	Intergenic	-129415	Ccdc68	Ccdc68	NM_201362			Ccdc68			NA
kidney_15_5_REP2.mLb.clN_peak_903	chr18	49778507	49778943	+	125	NA	Intergenic	Intergenic	-23124	Dtwd2	Dtwd2	NM_026854			Dtwd2			NA
kidney_15_5_REP2.mLb.clN_peak_870	chr18	47329801	47330875	+	125	NA	intron (Sema6a, intron 1 of 18)	-intron (Sema6a, intron 1 of 17)	38530	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_15_5_REP2.mLb.clN_peak_845	chr18	46573976	46574519	+	125	NA	exon (Ticam2, exon 1 of 3)	-exon (Ticam2, exon 1 of 3)	286	Ticam2	Ticam2	NM_173394			Ticam2			NA
kidney_15_5_REP2.mLb.clN_peak_2597	chr19	32980283	32980516	+	125	NA	Intergenic	Intergenic	-176713	Mir3970	Mir3970	NR_039552			Mir3970			NA
kidney_15_5_REP2.mLb.clN_peak_2570	chr19	32180002	32180376	+	125	NA	intron (Sgms1, intron 5 of 9)	-intron (Sgms1, intron 5 of 9)	-77049	Asah2	Asah2	NM_018830			Asah2			NA
kidney_15_5_REP2.mLb.clN_peak_267	chr18	16547567	16547957	+	124	NA	Intergenic	Intergenic	261484	Cdh2	Cdh2	NM_007664			Cdh2			NA
kidney_15_5_REP2.mLb.clN_peak_402	chr18	24850019	24850745	+	124	NA	intron (Fhod3, intron 3 of 26)	-intron (Fhod3, intron 3 of 24)	141759	Fhod3	Fhod3	NM_175276			Fhod3			NA
kidney_15_5_REP2.mLb.clN_peak_70	chr18	5390118	5390553	+	124	NA	Intergenic	Intergenic	-55896	Zfp438	Zfp438	NM_178722			Zfp438			NA
kidney_15_5_REP2.mLb.clN_peak_1710	chr18	83134833	83135497	+	123	NA	Intergenic	Intergenic	190719	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_15_5_REP2.mLb.clN_peak_3143	chr19	55941445	55941908	+	123	NA	Intergenic	Intergenic	199866	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_15_5_REP2.mLb.clN_peak_1711	chr18	83184753	83186292	+	123	NA	Intergenic	Intergenic	140362	4921531P14Rik	4921531P14Rik	NR_045361			4921531P14Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2644	chr19	36214573	36215127	+	123	NA	Intergenic	Intergenic	-95006	Ankrd1	Ankrd1	NM_013468			Ankrd1			NA
kidney_15_5_REP2.mLb.clN_peak_1432	chr18	73898263	73898747	+	123	NA	Intergenic	Intergenic	39120	Mro	Mro	NM_001305882			Mro			NA
kidney_15_5_REP2.mLb.clN_peak_2136	chr19	10363840	10364197	+	123	NA	Intergenic	Intergenic	-25072	Syt7	Syt7	NM_173067			Syt7			NA
kidney_15_5_REP2.mLb.clN_peak_625	chr18	35930437	35930984	+	123	NA	Intergenic	Intergenic	-34120	Psd2	Psd2	NR_110349			Psd2			NA
kidney_15_5_REP2.mLb.clN_peak_2300	chr19	18593046	18593483	+	123	NA	intron (Ostf1, intron 4 of 9)	-intron (Ostf1, intron 4 of 9)	38549	Ostf1	Ostf1	NM_017375			Ostf1			NA
kidney_15_5_REP2.mLb.clN_peak_3227	chr19	59457449	59458691	+	122	NA	promoter-TSS (Emx2)	-promoter-TSS (Emx2)	565	Emx2os	Emx2os	NR_002863			Emx2os			NA
kidney_15_5_REP2.mLb.clN_peak_555	chr18	34379886	34380918	+	122	NA	Intergenic	Intergenic	-6987	Reep5	Reep5	NM_007874			Reep5			NA
kidney_15_5_REP2.mLb.clN_peak_2850	chr19	44582524	44583082	+	122	NA	Intergenic	Intergenic	19949	Hif1an	Hif1an	NM_176958			Hif1an			NA
kidney_15_5_REP2.mLb.clN_peak_988	chr18	54901955	54902728	+	121	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	87839	Zfp608	Zfp608	NM_001360787			Zfp608			NA
kidney_15_5_REP2.mLb.clN_peak_278	chr18	18759383	18759639	+	121	NA	Intergenic	Intergenic	-1178521	4930545E07Rik	4930545E07Rik	NR_045374			4930545E07Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2797	chr19	42948149	42948596	+	121	NA	intron (Hpse2, intron 6 of 11)	-intron (Hpse2, intron 6 of 11)	-168394	Hps1	Hps1	NM_001346703			Hps1			NA
kidney_15_5_REP2.mLb.clN_peak_1648	chr18	80804623	80805125	+	121	NA	intron (Atp9b, intron 12 of 28)	-intron (Atp9b, intron 12 of 29)	-91803	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
kidney_15_5_REP2.mLb.clN_peak_372	chr18	23989262	23989971	+	121	NA	promoter-TSS (Zfp35)	-promoter-TSS (Zfp35)	-18	Zfp35	Zfp35	NM_011755			Zfp35			NA
kidney_15_5_REP2.mLb.clN_peak_534	chr18	33953051	33953833	+	120	NA	intron (Epb41l4a, intron 2 of 23)	-intron (Epb41l4a, intron 2 of 23)	53764	Epb41l4a	Epb41l4a	NM_013512			Epb41l4a			NA
kidney_15_5_REP2.mLb.clN_peak_622	chr18	35918821	35920611	+	120	NA	Intergenic	Intergenic	-45114	Psd2	Psd2	NR_110349			Psd2			NA
kidney_15_5_REP2.mLb.clN_peak_922	chr18	51117465	51118999	+	120	NA	intron (Prr16, intron 1 of 1)	-intron (Prr16, intron 1 of 1)	334	Prr16	Prr16	NM_001081224			Prr16			NA
kidney_15_5_REP2.mLb.clN_peak_9	chr18	3653101	3653877	+	120	NA	Intergenic	Intergenic	145532	Bambi	Bambi	NM_026505			Bambi			NA
kidney_15_5_REP2.mLb.clN_peak_1205	chr18	64266234	64266739	+	120	NA	intron (St8sia3, intron 3 of 5)	-intron (St8sia3, intron 3 of 5)	10694	St8sia3os	St8sia3os	NR_045366			St8sia3os			NA
kidney_15_5_REP2.mLb.clN_peak_1257	chr18	65725733	65726127	+	120	NA	intron (Oacyl, intron 6 of 14)	-intron (Oacyl, intron 6 of 14)	27662	Oacyl	Oacyl	NM_177028			Oacyl			NA
kidney_15_5_REP2.mLb.clN_peak_761	chr18	39827856	39828586	+	120	NA	Intergenic	Intergenic	54724	Pabpc2	Pabpc2	NM_011033			Pabpc2			NA
kidney_15_5_REP2.mLb.clN_peak_2162	chr19	10905225	10905696	+	120	NA	exon (Prpf19, exon 16 of 16)	-exon (Prpf19, exon 16 of 16)	10229	Prpf19	Prpf19	NM_134129			Prpf19			NA
kidney_15_5_REP2.mLb.clN_peak_1122	chr18	61045081	61045527	+	120	NA	exon (Pdgfrb, exon 1 of 23)	-exon (Pdgfrb, exon 1 of 23)	154	Pdgfrb	Pdgfrb	NM_008809			Pdgfrb			NA
kidney_15_5_REP2.mLb.clN_peak_2228	chr19	15668013	15668810	+	120	NA	Intergenic	Intergenic	256648	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP2.mLb.clN_peak_734	chr18	38905903	38906802	+	120	NA	intron (Gm5820, intron 3 of 4)	-intron (Gm5820, intron 3 of 4)	12347	Fgf1	Fgf1	NM_010197			Fgf1			NA
kidney_15_5_REP2.mLb.clN_peak_2165	chr19	10940249	10941403	+	119	NA	TTS (Ccdc86)	-TTS (Ccdc86)	3666	Ptgdr2	Ptgdr2	NM_009962			Ptgdr2			NA
kidney_15_5_REP2.mLb.clN_peak_459	chr18	30472371	30473362	+	119	NA	Intergenic	Intergenic	200001	Pik3c3	Pik3c3	NR_151699			Pik3c3			NA
kidney_15_5_REP2.mLb.clN_peak_2393	chr19	24224172	24225618	+	119	NA	exon (Tjp2, exon 1 of 23)	-exon (Tjp2, exon 1 of 23)	233	Tjp2	Tjp2	NM_001376368			Tjp2			NA
kidney_15_5_REP2.mLb.clN_peak_2437	chr19	25286123	25286501	+	119	NA	intron (Kank1, intron 2 of 13)	-intron (Kank1, intron 2 of 12)	49337	Kank1	Kank1	NM_181404			Kank1			NA
kidney_15_5_REP2.mLb.clN_peak_1654	chr18	80937995	80938380	+	119	NA	Intergenic	Intergenic	-4129	Atp9b	Atp9b	NM_015805			Atp9b			NA
kidney_15_5_REP2.mLb.clN_peak_789	chr18	43052357	43052858	+	119	NA	intron (Ppp2r2b, intron 1 of 8)	-intron (Ppp2r2b, intron 1 of 8)	-153101	Ppp2r2b	Ppp2r2b	NR_073583			Ppp2r2b			NA
kidney_15_5_REP2.mLb.clN_peak_3175	chr19	57098478	57099003	+	118	NA	intron (Ablim1, intron 6 of 24)	-intron (Ablim1, intron 6 of 21)	-90165	Afap1l2	Afap1l2	NM_001177796			Afap1l2			NA
kidney_15_5_REP2.mLb.clN_peak_1178	chr18	62734183	62734815	+	118	NA	intron (Spink13, intron 1 of 4)	-intron (Spink13, intron 1 of 4)	6888	Spink13	Spink13	NM_001168423			Spink13			NA
kidney_15_5_REP2.mLb.clN_peak_20	chr18	4136908	4138061	+	118	NA	Intergenic	Intergenic	-28348	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
kidney_15_5_REP2.mLb.clN_peak_1756	chr18	84768587	84769151	+	117	NA	Intergenic	Intergenic	24802	Gm38576	Gm38576	NR_155706			Gm38576			NA
kidney_15_5_REP2.mLb.clN_peak_1136	chr18	61368073	61368866	+	117	NA	intron (Ppargc1b, intron 1 of 11)	-intron (Ppargc1b, intron 2 of 12)	29431	Mir378a	Mir378a	NR_029879			Mir378a			NA
