chr	start	end	interval_id	num_peaks	num_samples	kidney_14_5_REP1.mLb.clN.bool	kidney_14_5_REP2.mLb.clN.bool	kidney_15_5_REP1.mLb.clN.bool	kidney_15_5_REP2.mLb.clN.bool	liver_14_5_REP1.mLb.clN.bool	liver_14_5_REP2.mLb.clN.bool	liver_15_5_REP1.mLb.clN.bool	liver_15_5_REP2.mLb.clN.bool	kidney_14_5_REP1.mLb.clN.fc	kidney_14_5_REP2.mLb.clN.fc	kidney_15_5_REP1.mLb.clN.fc	kidney_15_5_REP2.mLb.clN.fc	liver_14_5_REP1.mLb.clN.fc	liver_14_5_REP2.mLb.clN.fc	liver_15_5_REP1.mLb.clN.fc	liver_15_5_REP2.mLb.clN.fc	kidney_14_5_REP1.mLb.clN.qval	kidney_14_5_REP2.mLb.clN.qval	kidney_15_5_REP1.mLb.clN.qval	kidney_15_5_REP2.mLb.clN.qval	liver_14_5_REP1.mLb.clN.qval	liver_14_5_REP2.mLb.clN.qval	liver_15_5_REP1.mLb.clN.qval	liver_15_5_REP2.mLb.clN.qval	kidney_14_5_REP1.mLb.clN.pval	kidney_14_5_REP2.mLb.clN.pval	kidney_15_5_REP1.mLb.clN.pval	kidney_15_5_REP2.mLb.clN.pval	liver_14_5_REP1.mLb.clN.pval	liver_14_5_REP2.mLb.clN.pval	liver_15_5_REP1.mLb.clN.pval	liver_15_5_REP2.mLb.clN.pval	kidney_14_5_REP1.mLb.clN.start	kidney_14_5_REP2.mLb.clN.start	kidney_15_5_REP1.mLb.clN.start	kidney_15_5_REP2.mLb.clN.start	liver_14_5_REP1.mLb.clN.start	liver_14_5_REP2.mLb.clN.start	liver_15_5_REP1.mLb.clN.start	liver_15_5_REP2.mLb.clN.start	kidney_14_5_REP1.mLb.clN.end	kidney_14_5_REP2.mLb.clN.end	kidney_15_5_REP1.mLb.clN.end	kidney_15_5_REP2.mLb.clN.end	liver_14_5_REP1.mLb.clN.end	liver_14_5_REP2.mLb.clN.end	liver_15_5_REP1.mLb.clN.end	liver_15_5_REP2.mLb.clN.end	kidney_14_5_REP1.mLb.clN.summit	kidney_14_5_REP2.mLb.clN.summit	kidney_15_5_REP1.mLb.clN.summit	kidney_15_5_REP2.mLb.clN.summit	liver_14_5_REP1.mLb.clN.summit	liver_14_5_REP2.mLb.clN.summit	liver_15_5_REP1.mLb.clN.summit	liver_15_5_REP2.mLb.clN.summit
chr18	35653210	35653448	Interval_1144	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	2.38619	NA	NA	NA	NA	NA	NA	NA	2.50065	NA	NA	NA	NA	NA	NA	NA	4.56733	NA	NA	NA	NA	NA	NA	NA	35653210	NA	NA	NA	NA	NA	NA	NA	35653448	NA	NA	NA	NA	NA	NA	NA	113	NA	NA	NA	NA
chr18	35654309	35655484	Interval_1145	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3.76127	5.12492	3.60045	4.33193	3.78014	4.68728	4.92245	4.67348	7.56635	19.1013	8.06121	13.1055	4.07817	15.6619	11.9606	8.27987	10.2943	21.8117	10.5169	15.6811	6.48128	18.0011	14.3828	10.7144	35654780	35654491	35654309	35654539	35654544	35654449	35654584	35654584	35655319	35655376	35655484	35655325	35655258	35655470	35655261	35655268	213	690	901	653	342	715	450	438
chr18	35655907	35656351	Interval_1146	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	2.58503	NA	NA	NA	NA	NA	NA	NA	3.33693	NA	NA	NA	NA	NA	NA	NA	5.48285	NA	NA	NA	NA	NA	NA	NA	35655907	NA	NA	NA	NA	NA	NA	NA	35656351	NA	NA	NA	NA	NA	NA	NA	218	NA	NA	NA	NA
chr18	35661556	35662482	Interval_1147	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	7.34291	7.77995	6.62167	7.30268	9.64658	10.8839	10.6023	9.74132	27.7292	39.7784	24.4565	32.4839	36.337	125.744	64.8531	43.2312	31.1947	42.8555	27.3571	35.455	39.3155	128.63	67.739	46.134	35661799	35661715	35661801	35661770	35661753	35661556	35661686	35661635	35662400	35662478	35662353	35662477	35662439	35662482	35662436	35662408	416	495	421	443	507	622	527	575
chr18	35671304	35671698	Interval_1148	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.1243	NA	NA	NA	NA	NA	NA	NA	3.21483	NA	NA	NA	NA	NA	NA	NA	5.35156	NA	NA	NA	NA	NA	NA	NA	35671304	NA	NA	NA	NA	NA	NA	NA	35671698	NA	NA	NA	NA	NA	NA	NA	321	NA	NA	NA	NA
chr18	35671883	35672336	Interval_1149	4	4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	4.63161	7.469	5.1584	3.55524	NA	NA	NA	NA	4.7481	32.597	10.1353	3.09775	NA	NA	NA	NA	7.17974	35.0857	12.5236	5.34193	NA	NA	NA	NA	35672047	35671883	35671992	35671927	NA	NA	NA	NA	35672299	35672336	35672299	35672233	NA	NA	NA	NA	98	220	112	275
chr18	35676171	35676654	Interval_1150	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	3.83477	NA	NA	NA	NA	NA	NA	NA	5.35722	NA	NA	NA	NA	NA	NA	NA	7.62388	NA	NA	NA	NA	NA	NA	NA	35676171	NA	NA	NA	NA	NA	NA	NA	35676654	NA	NA	NA	NA	NA	NA	NA	132	NA
chr18	35702526	35703464	Interval_1151	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	6.83839	10.6661	8.72316	9.19127	12.45	13.3166	10.3698	14.4392	19.3493	58.333	40.629	44.614	42.1654	108.321	45.967	70.3521	22.5359	61.6684	43.8204	47.7679	45.2054	111.153	48.74	73.48	35702597	35702661	35702526	35702571	35702777	35702622	35702751	35702715	35703417	35703464	35703417	35703417	35703417	35703427	35703464	35703420	568	465	614	478	380	426	298	339
chr18	35722253	35722755	Interval_1152	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.50049	3.37473	5.02286	NA	NA	NA	NA	NA	4.41529	3.47725	10.073	NA	NA	NA	NA	NA	6.62337	5.6712	12.5564	NA	NA	NA	NA	NA	35722253	35722255	35722303	NA	NA	NA	NA	NA	35722571	35722516	35722755	NA	NA	NA	NA	NA	241	110	177	NA	NA	NA	NA
chr18	35729986	35730806	Interval_1153	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.24699	6.13756	5.96627	5.87004	10.8415	10.0583	10.603	11.533	6.44895	17.4801	15.7163	14.7304	31.4348	71.9198	49.8093	40.144	9.11373	20.1533	18.4249	17.3497	34.36	74.6149	52.6088	43.0182	35730201	35730108	35730234	35730216	35730215	35729989	35730014	35729986	35730602	35730806	35730765	35730620	35730702	35730758	35730765	35730742	295	377	226	159	259	458	399	456
chr18	35739606	35740898	Interval_1154	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.88654	4.58101	3.52609	6.12804	NA	NA	NA	NA	4.17688	8.72022	3.97618	14.5639	NA	NA	NA	NA	6.68814	11.1385	6.21112	17.1783	NA	NA	NA	NA	35740206	35739606	35740191	35739834	NA	NA	NA	NA	35740631	35740640	35740898	35740681	NA	NA	NA	NA	281	605	243	611	NA	NA	NA	NA
chr18	35751585	35752638	Interval_1155	9	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3.02985;5.89982	6.47746	5.28666	5.5329	7.26953	10.27	8.55527	6.14621	3.46404;17.1715	24.9213	16.0222	17.6296	15.2311	75.4063	32.3416	14.2404	5.91439;20.2889	27.7509	18.7385	20.3174	17.9349	78.1165	35.0085	16.8025	35751585;35751989	35751931	35751914	35751821	35751964	35751730	35751849	35751976	35751792;35752480	35752638	35752438	35752524	35752627	35752525	35752508	35752610	125;275	390	304	499	375	531	410	289
chr18	35771025	35772405	Interval_1156	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	9.25508	11.6317	11.1724	11.2431	16.3912	14.7354	16.3371	16.167	49.6581	109.281	85.7875	86.2926	172.262	585.636	390.176	246.068	53.7795	113.265	89.6076	89.961	176.33	589.656	394.315	250.357	35771257	35771088	35771062	35771025	35771114	35771098	35771235	35771183	35772384	35772394	35772302	35772265	35772162	35772405	35772195	35772207	169	441	466	401	365	377	293	346
chr18	35804274	35804523	Interval_1157	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.26818	NA	NA	NA	NA	NA	NA	NA	2.57117	NA	NA	NA	NA	NA	NA	NA	4.62109	NA	NA	NA	NA	NA	NA	NA	35804274	NA	NA	NA	NA	NA	NA	NA	35804523	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA
chr18	35814471	35816395	Interval_1158	9	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3.62835;2.979	4.90885	4.40594	4.58849	5.35746	6.08128	7.21344	5.52321	7.39876;4.21445	19.9305	14.5281	17.5243	10.3799	38.9752	42.0616	18.4332	10.1182;6.72826	22.6593	17.2045	20.2093	12.9816	41.506	44.8054	21.0593	35814974;35816112	35814635	35814471	35814706	35814746	35814571	35814541	35814633	35815830;35816327	35816395	35816378	35816330	35815848	35816129	35815941	35816149	798;142	1139	1224	993	220	353	385	290
chr18	35822818	35824046	Interval_1159	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.11608	5.04019	4.97979	5.32688	5.56314	4.88102	6.79375	4.9861	8.88138	18.0683	16.3829	19.8786	10.4593	21.5145	33.117	11.6987	11.6754	20.7551	19.1085	22.6188	13.0631	23.9135	35.7902	14.2133	35823187	35822957	35822901	35822831	35823143	35822818	35823029	35823086	35823900	35824036	35824014	35823963	35824003	35824038	35824046	35824012	118	845	354	457	88	383	254	315
chr18	35829595	35830656	Interval_1160	7	7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	4.27146	3.99402	4.66875	4.64048	NA	3.6511	4.58896	3.13983	15.6835	19.1575	24.2685	24.173	NA	12.3959	14.8253	4.10526	18.7511	21.869	27.1654	26.9984	NA	14.692	17.2951	6.40007	35829595	35829614	35829687	35829607	NA	35829721	35829754	35829949	35830415	35830656	35830442	35830475	NA	35830547	35830616	35830284	443	256	449	244	NA	163	407	225
chr18	35831605	35832081	Interval_1161	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	2.50051	NA	2.28788	NA	NA	NA	NA	NA	6.01885	NA	4.08307	NA	NA	NA	NA	NA	8.31872	NA	6.28829	NA	NA	NA	NA	NA	35831787	NA	35831605	NA	NA	NA	NA	NA	35832081	NA	35831940	NA	NA	NA	NA	NA	72	NA	254	NA	NA	NA	NA
chr18	35832529	35832883	Interval_1162	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	2.13674	NA	NA	NA	NA	NA	NA	NA	2.66	NA	NA	NA	NA	NA	NA	NA	4.70778	NA	NA	NA	NA	NA	NA	NA	35832529	NA	NA	NA	NA	NA	NA	NA	35832883	NA	NA	NA	NA	NA	NA	NA	45	NA	NA
chr18	35837012	35837346	Interval_1163	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.47644	NA	NA	NA	NA	NA	NA	NA	5.04821	NA	NA	NA	NA	NA	NA	NA	7.35352	NA	NA	NA	NA	NA	NA	NA	35837012	NA	NA	NA	NA	NA	NA	NA	35837346	NA	NA	NA	NA	NA	NA	NA	193	NA	NA	NA	NA	NA
chr18	35841421	35841890	Interval_1164	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	2.4658	2.77052	2.70064	NA	NA	NA	NA	NA	4.4049	5.9202	6.12151	NA	NA	NA	NA	NA	6.61224	8.27567	8.44794	NA	NA	NA	NA	NA	35841557	35841440	35841421	NA	NA	NA	NA	NA	35841836	35841836	35841890	NA	NA	NA	NA	NA	75	204	263	NA	NA	NA	NA
chr18	35848045	35848594	Interval_1165	6	6	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	NA	2.19731	2.7877	2.46215	NA	2.38395	2.8624	2.81321	NA	2.37912	5.34689	3.72754	NA	6.13129	4.66124	3.10192	NA	4.41091	7.66978	5.90786	NA	8.3075	6.90158	5.34625	NA	35848045	35848045	35848214	NA	35848179	35848169	35848143	NA	35848380	35848464	35848553	NA	35848469	35848538	35848594	NA	297	235	108	NA	98	107	406
chr18	35849189	35850171	Interval_1166	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3.85737	3.32907	3.89214	2.6541	7.85294	9.93473	8.12218	6.05775	9.12543	9.32693	12.9342	4.71906	25.8785	136.641	45.7093	18.9675	11.9311	11.7678	15.5645	6.96655	28.7398	139.561	48.4809	21.601	35849581	35849421	35849507	35849635	35849189	35849189	35849329	35849445	35849803	35849911	35850171	35849897	35850143	35850153	35850171	35849877	133	299	208	95	525	530	383	262
chr18	35855540	35855768	Interval_1167	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.59307	NA	NA	NA	NA	NA	NA	NA	3.32655	NA	NA	NA	NA	NA	NA	NA	5.50894	NA	NA	NA	NA	NA	NA	NA	35855540	NA	NA	NA	NA	NA	NA	NA	35855768	NA	NA	NA	NA	NA	NA	NA	106	NA	NA	NA	NA	NA
chr18	35865571	35865800	Interval_1168	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.48956	NA	NA	NA	NA	NA	NA	NA	2.50204	NA	NA	NA	NA	NA	NA	NA	4.60655	NA	NA	NA	NA	NA	NA	NA	35865571	NA	NA	NA	NA	NA	NA	NA	35865800	NA	NA	NA	NA	NA	NA	NA	119	NA	NA	NA	NA	NA
chr18	35866130	35866827	Interval_1169	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	2.55363	2.67361	NA	2.46687	NA	NA	NA	NA	2.31176	4.0622	NA	2.7304	NA	NA	NA	NA	4.64296	6.24775	NA	4.81843	NA	NA	NA	NA	35866354	35866130	NA	35866538	NA	NA	NA	NA	35866694	35866827	NA	35866827	NA	NA	NA	NA	90	221	NA	33	NA	NA	NA	NA
chr18	35867496	35868350	Interval_1170	5	5	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	2.53113	NA	NA	4.54707	5.54518	4.2591	5.18199	NA	3.45921	NA	NA	4.89221	19.5318	6.82949	8.70103	NA	5.59736	NA	NA	7.32946	21.9129	9.1414	11.1466	NA	35867898	NA	NA	35867823	35867496	35867818	35867766	NA	35868158	NA	NA	35868059	35868350	35868249	35868191	NA	184	NA	NA	95	405	77	99
chr18	35872982	35875279	Interval_1171	8	7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	3.86695;3.27641	4.60943	4.20053	4.04899	NA	3.72509	3.51652	4.59382	12.2374;8.11908	27.8343	20.5991	21.4139	NA	8.2094	4.42725	6.25388	15.1811;10.8772	30.7189	23.4239	24.1853	NA	10.4358	6.65953	8.62965	35872992;35874828	35872987	35872982	35873019	NA	35873527	35873437	35873653	35874163;35875238	35875279	35875223	35875244	NA	35875155	35874978	35874450	409;239	543	498	2049	NA	371	209	232
chr18	35878830	35879165	Interval_1172	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	2.51294	NA	2.96628	NA	NA	NA	NA	NA	4.33274	NA	7.31653	NA	NA	NA	NA	NA	6.53546	NA	9.69822	NA	NA	NA	NA	NA	35878830	NA	35878853	NA	NA	NA	NA	NA	35879051	NA	35879165	NA	NA	NA	NA	NA	87	NA	45	NA	NA	NA	NA
chr18	35887374	35888584	Interval_1173	7	7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	4.47775	5.43809	6.06183	6.90847	NA	6.21588	5.72519	5.37344	18.7514	37.9779	39.8974	50.3869	NA	21.8272	12.5531	8.37334	21.9184	41.0306	43.0769	53.6208	NA	24.229	14.9854	10.8106	35887374	35887575	35887670	35887653	NA	35887818	35887818	35888017	35888481	35888557	35888584	35888584	NA	35888534	35888466	35888466	780	607	402	450	NA	456	461	240
chr18	35889013	35890106	Interval_1174	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	4.19542	3.41813	4.01532	3.51413	NA	NA	NA	NA	16.4735	13.9426	17.2943	12.8816	NA	NA	NA	NA	19.5684	16.5268	20.0421	15.4507	NA	NA	NA	NA	35889013	35889043	35889057	35889167	NA	NA	NA	NA	35890067	35890106	35890062	35890079	NA	NA	NA	NA	178	167	136	629	NA	NA	NA	NA
chr18	35894840	35895094	Interval_1175	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	2.79645	NA	NA	NA	NA	NA	NA	NA	3.82243	NA	NA	NA	NA	NA	NA	NA	5.98816	NA	NA	NA	NA	NA	NA	NA	35894840	NA	NA	NA	NA	NA	NA	NA	35895094	NA	NA	NA	NA	NA	NA	NA	221	NA	NA	NA	NA	NA	NA
chr18	35918820	35921678	Interval_1176	11	7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	3.99347;3.00085	4.63657;3.33889	4.67629;3.03635	3.45036;3.18992	NA	3.4718	3.91091	3.96696	14.3917;6.79011	30.2649;14.1118	23.015;8.14391	12.0894;9.50018	NA	4.43688	5.00925	3.78346	17.4155;9.47486	33.1949;16.7004	25.8885;10.603	14.6363;11.9646	NA	6.55847	7.26182	6.06126	35919147;35921321	35918908;35921347	35918924;35920888	35918820;35921336	NA	35919302	35919176	35918934	35920339;35921571	35921106;35921678	35920547;35921678	35920611;35921589	NA	35919869	35919659	35919371	772;45	966;108	931;585	1043;134	NA	508	118	52
chr18	35926961	35927997	Interval_1177	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	4.30134	4.50156	4.29838	5.16247	NA	NA	NA	NA	11.4434	19.3243	14.6847	21.7351	NA	NA	NA	NA	14.3542	22.0394	17.366	24.5131	NA	NA	NA	NA	35927017	35926961	35927104	35927012	NA	NA	NA	NA	35927591	35927807	35927997	35927912	NA	NA	NA	NA	208	370	204	272	NA	NA	NA	NA
chr18	35930426	35930984	Interval_1178	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.06622	3.41613	3.32297	3.45614	NA	NA	NA	NA	7.06068	13.9306	11.3688	12.346	NA	NA	NA	NA	9.76069	16.5145	13.9493	14.8999	NA	NA	NA	NA	35930498	35930426	35930436	35930436	NA	NA	NA	NA	35930967	35930974	35930845	35930984	NA	NA	NA	NA	317	275	206	208	NA	NA	NA	NA
chr18	35932967	35933738	Interval_1179	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.31281	2.2767	4.03969	3.33425	NA	NA	NA	NA	8.26854	3.94124	17.9782	11.0514	NA	NA	NA	NA	11.0333	6.11498	20.7424	13.567	NA	NA	NA	NA	35933000	35933047	35932988	35932967	NA	NA	NA	NA	35933439	35933738	35933498	35933548	NA	NA	NA	NA	100	95	112	174	NA	NA	NA	NA
chr18	35939441	35940149	Interval_1180	7	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	3.34845	3.86814	3.18465	4.07171	3.71369	5.29157	3.23037	NA	6.71601	13.9426	7.62563	15.7225	3.03567	20.093	4.81594	NA	9.39723	16.5268	10.0627	18.3661	5.38619	22.4792	7.06154	NA	35939462	35939481	35939441	35939497	35939682	35939598	35939588	NA	35940095	35940149	35939925	35940095	35939904	35939925	35939906	NA	144	311	381	177	18	80	91	NA
chr18	35941831	35942732	Interval_1181	6	6	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	3.20101	2.57741	4.12032	4.94153	4.28067	5.66909	NA	NA	6.68701	4.14383	3.92689	16.9604	9.50153	11.941	NA	NA	9.08034	6.35691	6.32348	19.3151	11.8776	14.4608	NA	NA	35942000	35941878	35942159	35941831	35942065	35942014	NA	NA	35942706	35942510	35942717	35942621	35942720	35942732	NA	NA	324	284	264	478	158	220
chr18	35959110	35959809	Interval_1182	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	2.73108	2.99009	NA	3.64638	NA	NA	NA	NA	2.01822	3.30532	NA	5.40163	NA	NA	NA	NA	4.30395	5.43232	NA	7.68991	NA	NA	NA	NA	35959579	35959110	NA	35959305	NA	NA	NA	NA	35959798	35959542	NA	35959809	NA	NA	NA	NA	7	241	NA	273	NA	NA	NA	NA
chr18	35964539	35965637	Interval_1183	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	4.86928	3.59373	4.57488	NA	NA	NA	NA	NA	10.386	5.47372	8.99618	NA	NA	NA	NA	NA	12.8628	7.80328	11.4433	NA	NA	NA	NA	NA	35964539	35964770	35964649	NA	NA	NA	NA	NA	35965622	35965311	35965637	NA	NA	NA	NA	NA	677	162	430	NA	NA	NA	NA
chr18	36017902	36019039	Interval_1184	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.75657	6.52005	6.76255	5.63672	4.53938	4.37776	6.38646	6.16199	9.73481	23.3177	23.1205	18.736	4.33277	7.20732	12.3617	8.28575	12.5681	26.1167	25.996	21.4508	6.7467	9.4104	14.7908	10.7204	36017957	36017963	36017941	36017902	36018183	36018124	36018101	36018074	36018979	36019039	36018898	36018939	36018414	36019026	36018635	36018613	370	411	419	470	168	223	222	261
chr18	36025671	36025992	Interval_1185	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.24238	NA	NA	NA	NA	NA	NA	NA	2.84713	NA	NA	NA	NA	NA	NA	NA	4.98286	NA	NA	NA	NA	NA	NA	NA	36025671	NA	NA	NA	NA	NA	NA	NA	36025992	NA	NA	NA	NA	NA	NA	NA	74	NA	NA	NA	NA	NA
chr18	36068109	36069887	Interval_1186	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	4.01595	6.20618	3.75842	5.42497	NA	NA	NA	NA	6.72907	22.2757	6.35778	16.159	NA	NA	NA	NA	9.41094	25.0538	8.73537	18.8123	NA	NA	NA	NA	36068623	36068109	36068235	36068139	NA	NA	NA	NA	36069641	36069887	36069643	36069826	NA	NA	NA	NA	714	1187	721	1276	NA	NA	NA	NA
chr18	36077562	36078181	Interval_1187	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	4.24129	3.42856	NA	NA	NA	NA	NA	NA	5.92949	3.37125	NA	NA	NA	NA	NA	NA	8.22475	5.55693	NA	NA	NA	NA	NA	NA	36077572	36077562	NA	NA	NA	NA	NA	NA	36078120	36078181	NA	NA	NA	NA	NA	NA	394	183	NA	NA	NA	NA	NA
chr18	36078246	36078601	Interval_1188	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	3.80428	NA	NA	NA	NA	NA	NA	NA	5.14777	NA	NA	NA	NA	NA	NA	NA	7.29678	NA	NA	NA	NA	NA	NA	NA	36078246	NA	NA	NA	NA	NA	NA	NA	36078601	NA	NA	NA	NA	NA	NA	NA	324	NA	NA
chr18	36121944	36122782	Interval_1189	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.92403	3.55885	3.88884	NA	NA	NA	NA	NA	4.29862	3.60503	4.46066	NA	NA	NA	NA	NA	6.49943	5.80939	6.69258	NA	NA	NA	NA	NA	36122230	36122319	36121944	NA	NA	NA	NA	NA	36122514	36122782	36122505	NA	NA	NA	NA	NA	227	125	400	NA	NA	NA	NA
chr18	36182997	36184034	Interval_1190	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	5.41183	5.3633	5.66383	4.51654	NA	NA	NA	NA	10.2473	12.6849	12.9914	7.3381	NA	NA	NA	NA	13.1051	15.2331	15.6231	9.72052	NA	NA	NA	NA	36182997	36183043	36183093	36183128	NA	NA	NA	NA	36183628	36183969	36184034	36183628	NA	NA	NA	NA	211	386	396	434	NA	NA	NA	NA
chr18	36186463	36186743	Interval_1191	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.32535	NA	NA	NA	NA	NA	NA	NA	3.61413	NA	NA	NA	NA	NA	NA	NA	5.7869	NA	NA	NA	NA	NA	NA	NA	36186463	NA	NA	NA	NA	NA	NA	NA	36186743	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	NA	NA
chr18	36195973	36197796	Interval_1192	6	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.31106;5.26815	3.07703;6.26078	7.12379	5.41057	NA	NA	NA	NA	3.32006;10.2832	4.23499;21.1902	23.2778	13.1584	NA	NA	NA	NA	5.75631;13.1429	6.43201;23.9465	26.1564	15.7355	NA	NA	NA	NA	36196065;36197050	36196006;36196639	36196568	36195973	NA	NA	NA	NA	36196337;36197772	36196302;36197774	36197760	36197796	NA	NA	NA	NA	20;347	92;762	885	1482	NA	NA	NA	NA
chr18	36274631	36275452	Interval_1193	7	7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	5.54564	4.77322	5.96962	7.01127	NA	4.00451	4.07859	3.93916	8.72602	7.89632	10.961	15.685	NA	5.83222	4.28838	3.05055	11.5131	10.282	13.5274	18.3277	NA	8.00131	6.51609	5.29216	36274631	36274646	36274706	36274659	NA	36274747	36274828	36274711	36275353	36275452	36275324	36275398	NA	36275119	36275180	36275126	418	358	361	407	NA	213	199	39
chr18	36280385	36281690	Interval_1194	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	6.64718	7.95218	8.80902	9.36691	8.16952	13.3648	11.3886	11.734	20.5964	44.5859	49.1953	54.4379	19.0038	152.578	68.6481	53.8268	23.8211	47.7304	52.5172	57.7249	21.769	155.545	71.5535	56.825	36280710	36280524	36280385	36280562	36280752	36280653	36280597	36280710	36281671	36281690	36281620	36281666	36281551	36281519	36281529	36281497	340	712	879	646	423	628	459	450
chr18	36286204	36287952	Interval_1195	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	7.11091	6.77105	6.22783	7.39492	8.93453	9.43961	9.49005	8.68323	27.4384	39.0837	30.2958	41.5762	29.8512	113.296	64.7729	42.4417	30.894	42.1516	33.3067	44.6878	32.7577	116.143	67.6584	45.3375	36286365	36286256	36286230	36286204	36286593	36286447	36286396	36286489	36287690	36287797	36287952	36287945	36287832	36287944	36287925	36287832	541	701	728	753	599	608	614	566
chr18	36319896	36320670	Interval_1196	6	6	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	4.09857	6.34185	4.2259	3.99968	4.30009	NA	NA	3.54525	5.07199	18.0408	7.23118	6.73647	3.48081	NA	NA	2.27977	7.64726	20.7272	9.65148	9.09218	5.85641	NA	NA	4.47249	36320081	36319902	36320058	36319896	36320120	NA	NA	36320194	36320470	36320643	36320670	36320571	36320394	NA	NA	36320548	315	293	295	233	55	NA	NA	40
