# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "6" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "liver_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP2.mLb.clN.sorted.bam" "kidney_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP1.mLb.clN.sorted.bam" "kidney_15_5_REP1.mLb.clN.sorted.bam" "kidney_14_5_REP2.mLb.clN.sorted.bam" "kidney_15_5_REP2.mLb.clN.sorted.bam" "liver_14_5_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	liver_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP2.mLb.clN.sorted.bam	kidney_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP1.mLb.clN.sorted.bam	kidney_15_5_REP1.mLb.clN.sorted.bam	kidney_14_5_REP2.mLb.clN.sorted.bam	kidney_15_5_REP2.mLb.clN.sorted.bam	liver_14_5_REP2.mLb.clN.sorted.bam
Interval_1195	chr18	36286204	36287952	+	1749	175	245	253	349	315	363	327	618
Interval_1196	chr18	36319896	36320670	+	775	13	19	47	14	62	81	65	26
Interval_1197	chr18	36328273	36329186	+	914	43	42	80	82	97	100	119	135
Interval_1198	chr18	36348205	36349373	+	1169	41	82	166	113	234	229	246	158
Interval_1199	chr18	36360908	36361204	+	297	13	12	3	7	5	5	6	34
Interval_1200	chr18	36374700	36375394	+	695	24	35	13	60	15	29	30	69
Interval_1201	chr18	36383929	36384686	+	758	41	68	13	96	22	17	33	162
Interval_1202	chr18	36391437	36392229	+	793	7	10	14	11	25	39	31	30
Interval_1203	chr18	36400600	36400868	+	269	13	7	18	11	21	28	26	20
Interval_1204	chr18	36405618	36405965	+	348	33	41	7	57	12	9	8	124
Interval_1205	chr18	36411537	36411873	+	337	1	3	17	8	8	30	25	8
Interval_1206	chr18	36416548	36417011	+	464	3	5	13	10	30	34	38	8
Interval_1207	chr18	36439618	36440694	+	1077	107	89	22	160	20	20	27	387
Interval_1208	chr18	36449995	36450348	+	354	2	1	7	1	9	7	21	2
Interval_1209	chr18	36494930	36495403	+	474	6	4	11	5	12	23	20	8
Interval_1210	chr18	36497072	36498650	+	1579	23	37	35	42	37	42	51	41
Interval_1211	chr18	36507566	36508471	+	906	12	12	34	18	49	62	54	28
Interval_1212	chr18	36515175	36516227	+	1053	67	102	125	184	148	208	189	207
Interval_1213	chr18	36521676	36522544	+	869	12	12	54	23	70	55	66	38
Interval_1214	chr18	36525519	36525872	+	354	12	13	46	23	37	56	49	31
Interval_1215	chr18	36527580	36528097	+	518	13	53	11	74	15	11	13	48
Interval_1216	chr18	36529984	36530343	+	360	5	13	24	20	30	24	17	27
Interval_1217	chr18	36541290	36541834	+	545	6	15	38	9	31	37	29	25
Interval_1218	chr18	36559387	36561405	+	2019	1795	2113	638	3545	1045	1232	1231	5303
Interval_1219	chr18	36656385	36656728	+	344	5	11	5	3	4	2	4	15
Interval_1220	chr18	36663960	36664216	+	257	10	6	12	13	18	10	18	10
Interval_1221	chr18	36669839	36670605	+	767	67	72	65	95	86	129	123	178
Interval_1222	chr18	36671189	36671631	+	443	9	10	39	16	19	22	23	22
Interval_1223	chr18	36678765	36679859	+	1095	280	342	166	590	236	251	237	988
Interval_1224	chr18	36703243	36703715	+	473	12	9	6	36	7	6	5	53
Interval_1225	chr18	36706692	36707234	+	543	7	4	19	8	43	36	51	18
Interval_1226	chr18	36709927	36710116	+	190	2	5	12	6	3	4	4	4
Interval_1227	chr18	36725584	36726454	+	871	14	14	34	22	57	56	53	28
Interval_1228	chr18	36734614	36735693	+	1080	370	462	176	795	236	289	253	1343
Interval_1229	chr18	36744125	36745141	+	1017	287	299	155	551	222	254	235	1036
Interval_1230	chr18	36759484	36760618	+	1135	151	180	75	263	83	121	108	474
Interval_1231	chr18	36772182	36772970	+	789	156	193	9	313	24	18	30	543
Interval_1232	chr18	36782496	36783770	+	1275	299	367	131	507	243	286	286	1008
Interval_1233	chr18	36793409	36794419	+	1011	193	169	106	286	131	198	169	549
Interval_1234	chr18	36801153	36802387	+	1235	346	303	117	591	175	205	194	1107
Interval_1235	chr18	37089687	37090081	+	395	1	3	15	7	15	27	36	12
Interval_1236	chr18	37143392	37144614	+	1223	15	22	78	15	100	120	93	26
Interval_1237	chr18	37172187	37172821	+	635	4	6	23	4	27	50	36	11
Interval_1238	chr18	37177901	37179021	+	1121	5	10	67	6	104	187	127	14
Interval_1239	chr18	37217248	37217739	+	492	7	0	19	1	22	34	29	3
Interval_1240	chr18	37217818	37218604	+	787	5	5	45	11	56	87	65	8
Interval_1241	chr18	37264608	37264914	+	307	2	3	6	5	16	6	5	7
Interval_1242	chr18	37655599	37655941	+	343	5	4	8	9	13	22	13	8
Interval_1243	chr18	37661934	37662222	+	289	3	4	8	4	7	21	5	5
Interval_1244	chr18	37674317	37674760	+	444	1	1	10	3	9	18	13	7
Interval_1245	chr18	37707302	37707819	+	518	4	3	8	2	14	25	21	6
Interval_1246	chr18	37714728	37715208	+	481	5	1	12	7	14	25	15	11
Interval_1247	chr18	37741921	37742454	+	534	9	8	17	1	29	38	41	17
Interval_1248	chr18	37751564	37751831	+	268	5	3	14	7	13	31	17	20
Interval_1249	chr18	37753311	37753633	+	323	1	5	17	9	12	19	19	11
Interval_1250	chr18	37755958	37756307	+	350	3	2	14	2	21	13	13	7
Interval_1251	chr18	37761346	37761956	+	611	14	11	24	12	27	41	31	30
Interval_1252	chr18	37767723	37768251	+	529	6	4	21	11	20	29	24	19
Interval_1253	chr18	37800754	37800980	+	227	2	1	7	3	14	17	19	3
Interval_1254	chr18	37805914	37807294	+	1381	37	43	199	60	304	373	306	106
Interval_1255	chr18	37814563	37816137	+	1575	37	36	120	63	136	218	208	111
Interval_1256	chr18	37822346	37822943	+	598	34	27	99	47	153	167	169	80
Interval_1257	chr18	37824850	37825887	+	1038	27	39	128	48	207	235	184	110
Interval_1258	chr18	37826228	37826486	+	259	4	7	47	11	63	91	55	21
Interval_1259	chr18	37835341	37836905	+	1565	10	10	191	28	308	395	262	30
Interval_1260	chr18	37841207	37842992	+	1786	30	32	330	66	390	598	451	99
Interval_1261	chr18	37851740	37852924	+	1185	31	25	129	48	173	231	171	70
Interval_1262	chr18	37871799	37872224	+	426	1	0	10	1	8	26	20	2
Interval_1263	chr18	37877225	37878177	+	953	29	40	66	51	120	141	134	88
Interval_1264	chr18	37879971	37880532	+	562	13	16	68	33	89	136	122	42
Interval_1265	chr18	37883448	37884178	+	731	33	39	51	35	87	79	79	120
Interval_1266	chr18	37907961	37908774	+	814	11	13	15	12	23	40	26	34
Interval_1267	chr18	37909213	37909582	+	370	6	9	14	12	21	6	13	19
Interval_1268	chr18	37925926	37926409	+	484	14	15	1	32	5	6	8	73
Interval_1269	chr18	37928454	37928761	+	308	4	9	6	19	18	7	9	38
Interval_1270	chr18	37934706	37935782	+	1077	348	395	296	690	393	450	403	1341
Interval_1271	chr18	37954501	37956479	+	1979	177	219	272	313	294	412	340	522
Interval_1272	chr18	37969227	37970293	+	1067	102	94	86	138	119	158	154	279
Interval_1273	chr18	37984211	37984724	+	514	11	7	17	14	17	31	38	28
Interval_1274	chr18	37985156	37985411	+	256	3	3	18	15	11	17	11	13
Interval_1275	chr18	37998190	38000091	+	1902	78	90	93	102	130	143	146	268
Interval_1276	chr18	38013851	38014470	+	620	16	9	42	21	36	46	44	45
Interval_1277	chr18	38025077	38025457	+	381	5	7	22	11	25	39	21	12
Interval_1278	chr18	38049719	38050174	+	456	28	28	9	37	6	16	10	119
Interval_1279	chr18	38056202	38056975	+	774	4	2	40	9	37	52	41	15
Interval_1280	chr18	38067795	38068608	+	814	9	10	93	16	139	192	193	19
Interval_1281	chr18	38090926	38091176	+	251	5	6	7	9	6	19	14	13
Interval_1282	chr18	38098142	38098594	+	453	7	2	30	7	23	40	37	12
Interval_1283	chr18	38105014	38105242	+	229	0	2	5	4	8	12	4	1
Interval_1284	chr18	38110024	38110261	+	238	0	1	10	4	5	7	18	1
Interval_1285	chr18	38127553	38127776	+	224	5	0	5	3	5	13	6	4
Interval_1286	chr18	38144320	38145658	+	1339	37	29	216	42	287	350	300	90
Interval_1287	chr18	38171893	38172823	+	931	12	24	57	34	77	69	77	42
Interval_1288	chr18	38174082	38174895	+	814	30	25	65	35	65	96	81	109
Interval_1289	chr18	38184888	38186214	+	1327	52	76	113	117	163	203	168	107
Interval_1290	chr18	38190543	38191157	+	615	12	10	67	20	68	78	93	40
Interval_1291	chr18	38199901	38200728	+	828	7	6	39	18	54	55	70	17
Interval_1292	chr18	38207813	38208509	+	697	47	85	32	132	49	39	57	150
Interval_1293	chr18	38211022	38212924	+	1903	50	60	143	86	152	223	168	124
Interval_1294	chr18	38216805	38217210	+	406	7	7	33	5	29	33	36	17
Interval_1295	chr18	38239196	38239902	+	707	13	18	46	25	60	76	55	51
Interval_1296	chr18	38248744	38249417	+	674	142	159	20	243	33	30	38	549
Interval_1297	chr18	38249897	38250912	+	1016	529	620	256	1007	404	423	430	1810
Interval_1298	chr18	38255743	38256101	+	359	6	6	34	10	47	39	51	16
Interval_1299	chr18	38269986	38270930	+	945	58	87	8	104	18	17	25	227
Interval_1300	chr18	38277805	38278214	+	410	5	13	24	19	28	25	35	19
Interval_1301	chr18	38284439	38284705	+	267	6	6	10	10	7	19	28	19
Interval_1302	chr18	38284988	38285385	+	398	4	4	10	6	17	29	20	16
Interval_1303	chr18	38296417	38297533	+	1117	508	663	184	1058	280	386	383	1513
Interval_1304	chr18	38320759	38321026	+	268	2	12	8	5	12	11	9	13
Interval_1305	chr18	38337730	38339496	+	1767	397	543	186	836	307	293	307	1423
Interval_1306	chr18	38348501	38349014	+	514	51	70	14	129	16	22	25	203
Interval_1307	chr18	38349881	38350783	+	903	169	189	82	339	121	142	127	602
Interval_1308	chr18	38364856	38365139	+	284	7	7	8	16	7	10	7	14
Interval_1309	chr18	38367061	38367685	+	625	17	17	37	23	44	67	58	49
Interval_1310	chr18	38372165	38372817	+	653	20	19	22	36	16	26	20	98
Interval_1311	chr18	38374129	38374733	+	605	13	14	10	27	13	13	13	58
Interval_1312	chr18	38379591	38380694	+	1104	10	15	65	17	61	123	87	31
Interval_1313	chr18	38384827	38385409	+	583	4	6	26	6	28	44	44	13
Interval_1314	chr18	38406096	38406832	+	737	10	13	25	15	33	31	47	34
Interval_1315	chr18	38418412	38419540	+	1129	110	122	147	208	179	205	202	343
Interval_1316	chr18	38470491	38470761	+	271	3	3	8	3	8	25	13	6
Interval_1317	chr18	38483263	38484236	+	974	20	40	43	36	46	56	40	42
Interval_1318	chr18	38494740	38495285	+	546	17	17	37	35	40	48	60	85
Interval_1319	chr18	38501562	38501797	+	236	1	4	19	5	9	8	5	5
Interval_1320	chr18	38515235	38515822	+	588	4	4	26	6	43	59	49	9
Interval_1321	chr18	38516737	38517003	+	267	2	1	15	3	3	8	9	4
Interval_1322	chr18	38521419	38521730	+	312	3	8	5	19	7	9	8	9
Interval_1323	chr18	38531662	38532072	+	411	6	2	25	5	40	35	48	7
Interval_1324	chr18	38542200	38542567	+	368	2	5	20	4	20	29	27	9
Interval_1325	chr18	38543098	38543828	+	731	6	6	37	5	34	42	47	14
Interval_1326	chr18	38544601	38544903	+	303	1	0	13	5	26	26	29	6
Interval_1327	chr18	38578292	38578958	+	667	6	11	43	14	44	71	53	25
Interval_1328	chr18	38583880	38584416	+	537	5	4	31	7	29	48	40	15
Interval_1329	chr18	38590351	38590638	+	288	5	5	26	7	27	18	23	18
Interval_1330	chr18	38592365	38592742	+	378	6	5	13	5	24	26	22	7
Interval_1331	chr18	38600509	38602570	+	2062	69	101	261	149	333	411	362	254
Interval_1332	chr18	38631126	38632463	+	1338	24	21	145	39	181	259	188	38
Interval_1333	chr18	38654597	38655102	+	506	2	3	15	5	33	32	31	5
Interval_1334	chr18	38668814	38669137	+	324	14	23	11	32	12	9	6	77
Interval_1335	chr18	38669907	38670305	+	399	11	30	4	37	13	14	4	57
Interval_1336	chr18	38679045	38679459	+	415	2	1	5	5	21	18	14	10
Interval_1337	chr18	38684531	38684896	+	366	10	17	11	23	13	11	14	22
Interval_1338	chr18	38700332	38700893	+	562	2	5	31	4	44	37	46	7
Interval_1339	chr18	38711670	38712289	+	620	25	30	28	42	30	29	37	66
Interval_1340	chr18	38738906	38739382	+	477	2	0	25	5	21	21	25	6
Interval_1341	chr18	38754377	38755202	+	826	5	10	25	10	43	66	48	20
Interval_1342	chr18	38765445	38765737	+	293	6	8	18	7	24	30	16	6
Interval_1343	chr18	38778114	38778657	+	544	22	42	12	69	15	13	14	79
Interval_1344	chr18	38802261	38802691	+	431	9	10	29	7	35	40	34	10
Interval_1345	chr18	38804152	38804797	+	646	3	7	42	5	46	43	50	16
Interval_1346	chr18	38845583	38845963	+	381	4	1	22	10	31	29	27	3
Interval_1347	chr18	38854916	38855974	+	1059	10	9	33	15	64	65	69	19
Interval_1348	chr18	38874793	38875430	+	638	10	7	49	16	67	98	59	11
Interval_1349	chr18	38881817	38882882	+	1066	8	11	88	18	158	161	169	18
Interval_1350	chr18	38905902	38906973	+	1072	15	15	116	26	143	167	143	34
Interval_1351	chr18	38907341	38908166	+	826	6	8	97	13	111	215	152	30
Interval_1352	chr18	38917929	38919380	+	1452	53	56	56	93	114	107	136	153
Interval_1353	chr18	38923181	38923556	+	376	7	5	29	9	48	32	42	12
Interval_1354	chr18	38928852	38930788	+	1937	30	24	112	39	147	177	158	72
Interval_1355	chr18	38939128	38939567	+	440	12	17	16	28	22	17	15	22
Interval_1356	chr18	38940141	38940765	+	625	4	14	24	19	34	36	39	22
Interval_1357	chr18	38962666	38963363	+	698	3	5	24	8	18	37	21	18
Interval_1358	chr18	38992415	38994034	+	1620	166	188	315	317	558	667	612	574
Interval_1359	chr18	39008809	39009826	+	1018	8	13	39	16	39	73	58	26
Interval_1360	chr18	39020448	39021142	+	695	8	23	14	35	11	16	16	48
Interval_1361	chr18	39032162	39033058	+	897	5	10	34	11	39	51	61	19
Interval_1362	chr18	39033615	39033902	+	288	4	4	10	6	20	30	11	5
Interval_1363	chr18	39044801	39045122	+	322	14	7	9	31	14	16	14	25
Interval_1364	chr18	39051080	39051345	+	266	5	2	9	6	15	18	24	6
Interval_1365	chr18	39057657	39058187	+	531	11	26	25	27	67	61	75	40
Interval_1366	chr18	39067342	39067677	+	336	8	11	11	10	7	19	14	21
Interval_1367	chr18	39068345	39069060	+	716	4	3	13	5	29	20	24	11
Interval_1368	chr18	39085725	39086309	+	585	4	2	12	9	22	39	20	7
Interval_1369	chr18	39110375	39111016	+	642	6	9	16	5	24	32	30	24
Interval_1370	chr18	39133537	39133884	+	348	1	0	4	6	18	7	9	7
Interval_1371	chr18	39137423	39138336	+	914	15	23	45	46	62	43	57	59
Interval_1372	chr18	39175905	39176583	+	679	16	16	5	22	13	9	13	58
Interval_1373	chr18	39187778	39188003	+	226	4	2	10	4	14	16	29	8
Interval_1374	chr18	39236592	39237247	+	656	8	18	12	28	56	32	64	22
Interval_1375	chr18	39240665	39241390	+	726	17	22	24	40	55	58	58	44
Interval_1376	chr18	39283922	39284764	+	843	5	1	33	7	72	77	70	7
Interval_1377	chr18	39298676	39299151	+	476	2	5	15	8	33	25	35	6
Interval_1378	chr18	39302614	39303056	+	443	5	3	19	4	21	41	31	5
Interval_1379	chr18	39322622	39322878	+	257	8	7	3	11	7	1	1	15
Interval_1380	chr18	39359307	39360010	+	704	17	17	17	26	25	34	47	64
Interval_1381	chr18	39378408	39378801	+	394	7	4	13	11	28	14	20	23
Interval_1382	chr18	39380182	39381691	+	1510	230	211	48	373	72	52	68	824
Interval_1383	chr18	39394416	39395317	+	902	44	62	25	87	30	29	33	145
Interval_1384	chr18	39396217	39396808	+	592	41	51	5	93	5	6	13	153
Interval_1385	chr18	39404648	39405184	+	537	5	12	1	23	1	5	1	35
Interval_1386	chr18	39427810	39428514	+	705	3	11	9	10	26	16	26	10
Interval_1387	chr18	39430660	39431324	+	665	19	34	8	59	19	6	10	61
Interval_1388	chr18	39435613	39436056	+	444	5	15	4	18	6	7	4	49
Interval_1389	chr18	39457983	39458456	+	474	8	7	8	10	7	7	6	35
Interval_1390	chr18	39458782	39459082	+	301	4	12	4	12	2	2	8	27
Interval_1391	chr18	39466902	39467415	+	514	19	21	2	40	11	8	17	65
Interval_1392	chr18	39488974	39491942	+	2969	575	780	437	1163	663	745	716	2261
Interval_1393	chr18	39552673	39553256	+	584	8	13	8	20	13	10	9	35
Interval_1394	chr18	39558479	39558786	+	308	3	5	21	5	25	34	18	5
Interval_1395	chr18	39560592	39561023	+	432	6	10	8	24	7	12	12	19
Interval_1396	chr18	39589155	39589343	+	189	1	0	8	3	4	7	7	1
Interval_1397	chr18	39594020	39594321	+	302	2	3	8	5	20	10	10	2
Interval_1398	chr18	39606207	39606675	+	469	2	5	13	3	28	25	27	10
Interval_1399	chr18	39609094	39609944	+	851	3	3	20	6	65	32	50	8
Interval_1400	chr18	39635578	39636490	+	913	11	6	32	13	44	58	65	19
Interval_1401	chr18	39650248	39650846	+	599	8	8	19	9	27	30	43	14
Interval_1402	chr18	39704918	39705493	+	576	8	8	21	4	21	38	36	6
Interval_1403	chr18	39770425	39771067	+	643	3	4	23	1	35	25	40	3
Interval_1404	chr18	39815367	39815682	+	316	1	1	7	5	13	3	10	3
Interval_1405	chr18	39827821	39828610	+	790	7	7	18	7	59	47	56	7
Interval_1406	chr18	39885258	39885459	+	202	0	0	8	0	0	4	3	1
Interval_1407	chr18	39903424	39903755	+	332	13	29	3	36	6	4	5	66
Interval_1408	chr18	39908742	39909183	+	442	2	3	8	2	12	17	23	7
Interval_1409	chr18	40048476	40048905	+	430	12	12	11	26	15	10	25	19
Interval_1410	chr18	40178695	40179253	+	559	6	5	23	8	31	45	27	21
Interval_1411	chr18	40218894	40219907	+	1014	375	377	226	597	432	518	434	1027
Interval_1412	chr18	40244452	40244819	+	368	9	9	8	8	7	8	12	25
Interval_1413	chr18	40255720	40256197	+	478	5	2	15	2	20	31	14	7
Interval_1414	chr18	40256927	40257196	+	270	6	4	8	7	16	21	20	11
Interval_1415	chr18	40301190	40301529	+	340	4	2	5	6	16	6	9	3
Interval_1416	chr18	40450309	40450582	+	274	2	0	4	4	8	20	8	7
Interval_1417	chr18	40455017	40455343	+	327	2	4	6	2	15	9	6	4
Interval_1418	chr18	40669763	40670007	+	245	3	1	8	3	5	9	10	1
Interval_1419	chr18	40931530	40931794	+	265	4	0	4	1	3	3	12	5
Interval_1420	chr18	41005100	41005403	+	304	5	2	6	10	6	12	10	36
Interval_1421	chr18	41119466	41120162	+	697	9	7	21	9	31	53	41	9
Interval_1422	chr18	41727135	41727559	+	425	5	6	22	8	12	30	27	22
Interval_1423	chr18	41730057	41731259	+	1203	37	31	11	60	20	14	12	213
Interval_1424	chr18	41860927	41861673	+	747	13	7	13	17	16	36	44	22
Interval_1425	chr18	41874911	41875276	+	366	5	1	4	7	17	7	6	8
Interval_1426	chr18	41883432	41883791	+	360	6	8	7	6	7	2	9	36
Interval_1427	chr18	41924796	41925289	+	494	9	11	2	24	6	5	11	39
Interval_1428	chr18	41942531	41943196	+	666	17	25	16	34	10	16	11	63
Interval_1429	chr18	41950674	41951874	+	1201	168	163	172	264	355	379	364	487
Interval_1430	chr18	42010678	42011329	+	652	11	8	40	10	71	75	53	28
Interval_1431	chr18	42052313	42053103	+	791	9	2	39	5	58	79	74	18
Interval_1432	chr18	42053357	42053719	+	363	2	3	12	3	22	20	27	7
Interval_1433	chr18	42109447	42109815	+	369	3	0	8	3	17	22	29	6
Interval_1434	chr18	42122599	42123029	+	431	5	2	5	7	18	20	13	8
Interval_1435	chr18	42162718	42163007	+	290	2	3	12	7	17	27	24	9
Interval_1436	chr18	42261792	42262768	+	977	439	493	176	782	393	457	444	1395
Interval_1437	chr18	42274763	42275907	+	1145	634	697	299	1106	519	621	605	2196
Interval_1438	chr18	42343306	42343913	+	608	13	9	28	8	33	41	40	30
Interval_1439	chr18	42394369	42394630	+	262	1	2	11	4	11	12	10	7
Interval_1440	chr18	42467390	42468166	+	777	6	4	37	12	58	47	57	16
Interval_1441	chr18	42469549	42470498	+	950	8	4	60	13	89	116	110	17
Interval_1442	chr18	42510960	42512263	+	1304	799	810	353	1384	562	671	640	2238
Interval_1443	chr18	42541287	42541544	+	258	7	1	3	6	6	10	6	6
Interval_1444	chr18	42576151	42576468	+	318	3	9	6	4	6	5	8	4
Interval_1445	chr18	42580669	42580916	+	248	5	3	7	7	10	9	22	16
Interval_1446	chr18	42589477	42589931	+	455	11	5	24	7	40	46	38	16
Interval_1447	chr18	42601606	42602330	+	725	5	3	13	6	40	34	27	6
Interval_1448	chr18	42683974	42684284	+	311	1	1	10	7	11	18	10	4
Interval_1449	chr18	42740567	42740825	+	259	1	1	5	1	7	4	16	1
Interval_1450	chr18	42752977	42753629	+	653	5	5	25	3	39	37	36	5
Interval_1451	chr18	42759571	42760149	+	579	10	5	11	5	32	19	24	8
Interval_1452	chr18	42760299	42760607	+	309	0	3	6	5	8	5	15	3
Interval_1453	chr18	42808647	42809068	+	422	4	4	8	5	17	30	22	6
Interval_1454	chr18	42835978	42836226	+	249	2	0	11	4	20	17	16	1
Interval_1455	chr18	42840935	42841490	+	556	1	4	22	3	42	51	44	0
Interval_1456	chr18	42876951	42877920	+	970	3	1	40	10	85	67	75	15
Interval_1457	chr18	42884681	42884977	+	297	0	1	6	3	16	9	8	3
Interval_1458	chr18	42898494	42899980	+	1487	8	12	101	23	137	159	177	39
Interval_1459	chr18	42961338	42961657	+	320	0	6	2	13	9	5	7	7
Interval_1460	chr18	42978375	42979388	+	1014	5	3	48	11	83	102	108	12
Interval_1461	chr18	43052346	43052909	+	564	1	3	37	0	26	46	43	5
Interval_1462	chr18	43060582	43060876	+	295	3	1	17	3	10	24	20	11
Interval_1463	chr18	43104274	43104599	+	326	3	2	1	2	17	6	11	3
Interval_1464	chr18	43128974	43129449	+	476	3	5	9	4	16	21	27	3
Interval_1465	chr18	43151690	43152157	+	468	8	2	2	12	14	15	31	13
Interval_1466	chr18	43175430	43175916	+	487	5	4	18	6	21	25	27	9
Interval_1467	chr18	43176187	43176551	+	365	2	2	15	5	12	20	19	6
Interval_1468	chr18	43207192	43207892	+	701	22	12	33	24	63	71	64	31
Interval_1469	chr18	43279477	43280198	+	722	8	7	33	4	70	96	92	12
Interval_1470	chr18	43281680	43282501	+	822	30	35	35	36	38	61	51	66
Interval_1471	chr18	43283700	43284284	+	585	5	3	35	1	70	98	70	3
Interval_1472	chr18	43295569	43296501	+	933	28	24	12	60	18	13	14	82
Interval_1473	chr18	43315179	43315463	+	285	4	0	9	0	14	5	15	3
Interval_1474	chr18	43321907	43322234	+	328	8	1	12	4	16	35	26	12
Interval_1475	chr18	43360033	43360542	+	510	11	7	16	15	22	34	37	26
Interval_1476	chr18	43368217	43369010	+	794	3	1	18	6	19	52	21	8
Interval_1477	chr18	43392303	43394281	+	1979	21	22	180	35	255	331	274	56
Interval_1478	chr18	43394716	43394945	+	230	0	1	6	1	16	31	18	2
Interval_1479	chr18	43421432	43421943	+	512	4	3	27	7	31	47	47	6
Interval_1480	chr18	43437753	43438820	+	1068	8	11	58	18	136	160	144	24
Interval_1481	chr18	43477609	43478035	+	427	26	24	22	34	29	40	40	52
Interval_1482	chr18	43492823	43493244	+	422	2	1	10	6	20	10	13	10
Interval_1483	chr18	43508036	43508275	+	240	0	2	5	3	13	10	17	4
Interval_1484	chr18	43523590	43523921	+	332	4	2	6	5	8	11	19	6
Interval_1485	chr18	43581835	43582258	+	424	5	3	12	3	16	23	25	3
Interval_1486	chr18	43588157	43588995	+	839	5	4	55	8	54	76	53	7
Interval_1487	chr18	43620612	43620925	+	314	1	4	6	2	8	15	11	4
Interval_1488	chr18	43622828	43623035	+	208	0	4	9	2	5	8	5	5
Interval_1489	chr18	43650090	43650813	+	724	19	24	7	43	20	26	34	59
Interval_1490	chr18	43687292	43688073	+	782	9	8	56	14	77	131	105	16
Interval_1491	chr18	43727022	43727354	+	333	4	3	18	4	21	26	15	4
Interval_1492	chr18	43731937	43732472	+	536	9	16	9	18	25	24	26	20
Interval_1493	chr18	43737206	43737665	+	460	13	14	7	23	29	14	22	30
Interval_1494	chr18	43759040	43760247	+	1208	4	3	33	8	95	75	138	10
Interval_1495	chr18	43809644	43810053	+	410	1	1	11	2	24	20	18	6
Interval_1496	chr18	43826392	43826662	+	271	1	0	4	0	23	11	24	3
Interval_1497	chr18	43836236	43837177	+	942	4	9	22	5	34	29	28	17
Interval_1498	chr18	44088565	44088821	+	257	1	2	7	2	18	13	11	1
Interval_1499	chr18	44132080	44132609	+	530	3	0	12	4	29	28	42	3
Interval_1500	chr18	44349229	44349638	+	410	2	3	8	4	13	35	27	4
Interval_1501	chr18	44380453	44381195	+	743	63	77	86	116	142	167	147	213
Interval_1502	chr18	44393223	44393914	+	692	13	16	19	18	27	25	31	37
Interval_1503	chr18	44400582	44400976	+	395	6	8	8	12	14	19	7	26
Interval_1504	chr18	44414443	44414745	+	303	3	2	9	2	14	4	6	7
Interval_1505	chr18	44448198	44448416	+	219	1	1	10	3	17	17	17	8
Interval_1506	chr18	44454391	44454863	+	473	5	4	29	8	37	55	44	5
Interval_1507	chr18	44463546	44464227	+	682	4	5	17	17	41	42	34	14
Interval_1508	chr18	44473016	44473287	+	272	4	3	7	7	20	25	18	7
Interval_1509	chr18	44498415	44498736	+	322	3	4	6	1	19	28	17	7
Interval_1510	chr18	44507171	44507588	+	418	7	3	8	7	15	35	9	6
Interval_1511	chr18	44521475	44522168	+	694	13	11	38	13	75	100	69	15
Interval_1512	chr18	44524531	44525234	+	704	6	9	33	10	46	71	54	17
Interval_1513	chr18	44540111	44540451	+	341	0	3	11	3	18	34	19	8
Interval_1514	chr18	44542820	44543125	+	306	1	5	11	10	36	28	23	12
Interval_1515	chr18	44555345	44556190	+	846	45	51	12	114	18	9	18	77
Interval_1516	chr18	44557943	44558221	+	279	2	6	16	5	18	28	10	5
Interval_1517	chr18	44562098	44562874	+	777	12	5	26	13	44	36	26	22
Interval_1518	chr18	44575606	44576193	+	588	5	6	24	8	47	55	41	9
Interval_1519	chr18	44577665	44578013	+	349	15	14	10	13	8	8	10	51
Interval_1520	chr18	44580390	44580816	+	427	12	13	33	8	36	51	50	16
Interval_1521	chr18	44584668	44585412	+	745	32	25	40	46	50	41	61	99
Interval_1522	chr18	44593542	44593807	+	266	1	1	9	1	9	12	13	4
Interval_1523	chr18	44599032	44599306	+	275	2	2	11	4	18	22	19	2
Interval_1524	chr18	44615300	44616079	+	780	10	12	32	11	59	63	43	15
Interval_1525	chr18	44623319	44623738	+	420	9	25	5	22	15	13	13	34
